Timestamp,Price,Book Size,Gap,Volatility,Queue Size,Cash/profitableagent,Cash/testagent1,Cash/testagent2,Cash/testagent3,Cash/testagent4,Cash/testagent5,Shares/profitableagent,Shares/testagent1,Shares/testagent2,Shares/testagent3,Shares/testagent4,Shares/testagent5,Net Worth/profitableagent,Net Worth/testagent1,Net Worth/testagent2,Net Worth/testagent3,Net Worth/testagent4,Net Worth/testagent5,profitableagent Orders/Sent,testagent1 Orders/Sent,testagent2 Orders/Sent,testagent3 Orders/Sent,testagent4 Orders/Sent,testagent5 Orders/Sent,profitableagent Orders/Matched,testagent1 Orders/Matched,testagent2 Orders/Matched,testagent3 Orders/Matched,testagent4 Orders/Matched,testagent5 Orders/Matched,profitableagent Orders/Canceled,testagent1 Orders/Canceled,testagent2 Orders/Canceled,testagent3 Orders/Canceled,testagent4 Orders/Canceled,testagent5 Orders/Canceled
295.5974818681726,100,8,-1,0.0,0.0,10000000,10000000,10000000,10000000,10000000,10000000,10000,10000,10000,10000,10000,10000,11000000,11000000,11000000,11000000,11000000,11000000,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
301.49763844623175,100,34,-1,0.0,0.0,10000000,10000000,10000000,10000000,10000000,10000000,10000,10000,10000,10000,10000,10000,11000000,11000000,11000000,11000000,11000000,11000000,0,0,0,0,8,26,0,0,0,0,0,0,0,0,0,0,0,0
310.93003642107493,100.06,11,-1,0.028284271247462973,0.0,10000000,10000000,9996605.4,10000000,10000793.04,10002601.56,10000,10000,10034,10000,9992,9974,11000600.0,11000600.0,11000607.440000001,11000600.0,11000592.559999999,11000600.0,0,0,45,0,8,26,0,0,34,0,8,26,0,0,0,0,0,0
466.84987552439094,101.68,41,-1,0.7192183256842137,0.0,10000000,10000000,9995486.92,10001118.48,10000793.04,10002601.56,10000,10000,10045,9989,9992,9974,11016800.0,11016800.0,11016862.52,11016800.0,11016779.6,11016757.88,0,0,45,52,8,26,0,0,45,11,8,26,0,0,0,0,0,0
610.1464560675977,101.68,62,-1,0.8135256603205611,0.0,10000000,10000000,9995486.92,10001118.48,10000793.04,10002601.56,10000,10000,10045,9989,9992,9974,11016800.0,11016800.0,11016862.52,11016800.0,11016779.6,11016757.88,21,0,45,52,8,26,0,0,45,11,8,26,0,0,0,0,0,0
683.8484893792668,101.68,141,-1,0.8302409288875158,0.0,10000000,10000000,9995486.92,10001118.48,10000793.04,10002601.56,10000,10000,10045,9989,9992,9974,11016800.0,11016800.0,11016862.52,11016800.0,11016779.6,11016757.88,21,0,45,52,8,105,0,0,45,11,8,26,0,0,0,0,0,0
690.7596245575427,99.44,123,-1,0.913383483403936,0.0,10000000,10000000,9993697.0,10002908.4,10000793.04,10002601.56,10000,10000,10063,9971,9992,9974,10994400.0,10994400.0,10994361.72,10994424.64,10994397.52,10994416.120000001,21,0,63,52,8,105,0,0,63,29,8,26,0,0,0,0,0,0
706.1342063270756,99.44,222,-1,0.9432622912000707,0.0,10000000,10000000,9993697.0,10002908.4,10000793.04,10002601.56,10000,10000,10063,9971,9992,9974,10994400.0,10994400.0,10994361.72,10994424.64,10994397.52,10994416.120000001,21,99,63,52,8,105,0,0,63,29,8,26,0,0,0,0,0,0
869.1687049350427,99.44,245,-1,0.9493857663422918,0.0,10000000,10000000,9993697.0,10002908.4,10000793.04,10002601.56,10000,10000,10063,9971,9992,9974,10994400.0,10994400.0,10994361.72,10994424.64,10994397.52,10994416.120000001,21,99,63,52,31,105,0,0,63,29,8,26,0,0,0,0,0,0
909.8920959173192,99.15,236,-1,0.973324714573716,0.0,10000000,9999107.65,9993697.0,10002908.4,10001685.389999999,10002601.56,10000,10009,10063,9971,9983,9974,10991500.0,10991500.0,10991443.45,10991533.05,10991499.839999998,10991523.66,21,108,63,52,31,105,0,9,63,29,17,26,0,0,0,0,0,0
1107.2196874262638,99.15,329,-1,0.9810780038237435,0.0,10000000,9999107.65,9993697.0,10002908.4,10001685.389999999,10002601.56,10000,10009,10063,9971,9983,9974,10991500.0,10991500.0,10991443.45,10991533.05,10991499.839999998,10991523.66,21,108,63,52,31,198,0,9,63,29,17,26,0,0,0,0,0,0
1351.261875637962,99.15,406,-1,0.979626842221059,0.0,10000000,9999107.65,9993697.0,10002908.4,10001685.389999999,10002601.56,10000,10009,10063,9971,9983,9974,10991500.0,10991500.0,10991443.45,10991533.05,10991499.839999998,10991523.66,21,108,140,52,31,198,0,9,63,29,17,26,0,0,0,0,0,0
1588.107655545929,99.15,499,-1,0.972766444843273,0.0,10000000,9999107.65,9993697.0,10002908.4,10001685.389999999,10002601.56,10000,10009,10063,9971,9983,9974,10991500.0,10991500.0,10991443.45,10991533.05,10991499.839999998,10991523.66,21,201,140,52,31,198,0,9,63,29,17,26,0,0,0,0,0,0
