Timestamp,Price,Book Size,Gap,Volatility,Queue Size,marketmaker Cash,testagent1 Cash,testagent2 Cash,testagent3 Cash,testagent4 Cash,testagent5 Cash,marketmaker Shares,testagent1 Shares,testagent2 Shares,testagent3 Shares,testagent4 Shares,testagent5 Shares,marketmaker Orders/Sent,testagent1 Orders/Sent,testagent2 Orders/Sent,testagent3 Orders/Sent,testagent4 Orders/Sent,testagent5 Orders/Sent,marketmaker Orders/Matched,testagent1 Orders/Matched,testagent2 Orders/Matched,testagent3 Orders/Matched,testagent4 Orders/Matched,testagent5 Orders/Matched,marketmaker Orders/Canceled,testagent1 Orders/Canceled,testagent2 Orders/Canceled,testagent3 Orders/Canceled,testagent4 Orders/Canceled,testagent5 Orders/Canceled
275287.78241448913,104.80499999999999,215,0.6899999999999977,2.9922518740408237,31593.619193275867,999959092.5299997,9992287.850000003,9998603.164999988,9936017.6,10057406.204999998,10056592.650000004,499,10069,10007,10638,9444,9443,2424,10389,10262,10570,9123,10037,2025,6339,5201,6216,4540,5709,353,4050,4942,4304,4583,4328
275542.78241448913,103.36,169,0.6949999999999932,2.891643553610251,31832.70039981653,999959092.5299997,9992287.850000003,10004908.124999989,9936017.6,10051101.244999997,10056592.650000004,499,10069,9946,10638,9505,9443,2424,10389,10262,10570,9199,10037,2025,6339,5262,6216,4601,5709,353,4050,4942,4304,4583,4328
276120.78241448913,103.36,223,0.6949999999999932,2.777653173144011,32331.517841304652,999959092.5299997,9992287.850000003,10004908.124999989,9936017.6,10051101.244999997,10056592.650000004,499,10069,9946,10638,9505,9443,2424,10389,10316,10570,9199,10037,2025,6339,5262,6216,4601,5709,353,4050,4942,4304,4583,4328
276121.78241448913,104.11,211,0.6949999999999932,2.7571291906793154,32332.477744986798,999959092.5299997,9992287.850000003,10004908.124999989,9936017.6,10049851.924999997,10057841.970000004,499,10069,9946,10638,9517,9431,2424,10389,10316,10570,9199,10049,2025,6339,5262,6216,4613,5721,353,4050,4942,4304,4583,4328
276199.78241448913,104.11,223,0.6949999999999932,2.7367387497485005,32405.247961717076,999959092.5299997,9992287.850000003,10004908.124999989,9936017.6,10049851.924999997,10057841.970000004,499,10069,9946,10638,9517,9431,2424,10401,10316,10570,9199,10049,2025,6339,5262,6216,4613,5721,353,4050,4942,4304,4583,4328
278224.78241448913,104.11,258,3.714999999999989,2.313133693215108,33074.900646977825,999959092.5299997,9992287.850000003,10004908.124999989,9936017.6,10049851.924999997,10057841.970000004,499,10069,9946,10638,9517,9431,2424,10489,10316,10570,9199,10049,2025,6339,5262,6216,4613,5721,353,4050,4942,4354,4586,4328
279469.78241448913,104.11,138,0.5349999999999966,1.8452723435617282,33216.040598188585,999959092.5299997,9992287.850000003,10004908.124999989,9936017.6,10049851.924999997,10057841.970000004,499,10069,9946,10638,9517,9431,2424,10493,10316,10570,9199,10049,2025,6339,5262,6216,4613,5721,353,4062,5054,4354,4586,4328
280066.78241448913,104.11,87,0.5349999999999966,1.0321356092563865,33301.28628271489,999959092.5299997,9992287.850000003,10004908.124999989,9936017.6,10049851.924999997,10057841.970000004,499,10069,9946,10638,9517,9431,2424,10530,10316,10570,9199,10049,2025,6339,5262,6216,4613,5721,353,4150,5054,4354,4586,4328
280097.78241448913,104.11,156,0.5349999999999966,1.0215580203282608,33329.084651614685,999959092.5299997,9992287.850000003,10004908.124999989,9936017.6,10049851.924999997,10057841.970000004,499,10069,9946,10638,9517,9431,2424,10530,10316,10639,9199,10049,2025,6339,5262,6216,4613,5721,353,4150,5054,4354,4586,4328
280580.78241448913,103.57,53,1.2349999999999994,1.009893209753342,33766.23370960381,999959092.5299997,9988494.240000004,10004908.124999989,9929596.26,10049851.924999997,10068056.920000004,499,10106,9946,10700,9517,9332,2424,10530,10316,10639,9199,10148,2025,6376,5262,6278,4613,5820,353,4154,5054,4354,4586,4328
281226.78241448913,103.57,127,1.2349999999999994,0.9975122085879192,31170.98286411306,999959092.5299997,9988494.240000004,10004908.124999989,9929596.26,10049851.924999997,10068056.920000004,499,10106,9946,10700,9517,9332,2424,10530,10316,10639,9273,10148,2025,6376,5262,6278,4613,5820,353,4154,5054,4354,4586,4328
281302.78241448913,103.57,213,0.5949999999999989,0.9843879938444593,31242.054496825003,999959092.5299997,9988494.240000004,10004908.124999989,9929596.26,10049851.924999997,10068056.920000004,499,10106,9946,10700,9517,9332,2424,10530,10402,10639,9273,10148,2025,6376,5262,6278,4613,5820,353,4154,5054,4354,4586,4328
282626.78241448913,103.57,293,0.5949999999999989,0.9704904139327803,32206.501558079297,999959092.5299997,9988494.240000004,10004908.124999989,9929596.26,10049851.924999997,10068056.920000004,499,10106,9946,10700,9517,9332,2424,10530,10402,10639,9360,10148,2025,6376,5262,6278,4613,5820,353,4154,5054,4361,4586,4328
282825.78241448913,104.21,235,0.5949999999999989,0.9610852465354076,32372.270467859693,999959092.5299997,9994538.420000004,9998863.94499999,9929596.26,10049851.924999997,10068056.920000004,499,10048,10004,10700,9517,9332,2424,10588,10402,10639,9360,10148,2025,6434,5320,6278,4613,5820,353,4154,5054,4361,4586,4328
283210.78241448913,103.19,144,0.8849999999999909,0.950033869129447,32176.46923700848,999959092.5299997,9994538.420000004,10005364.91499999,9929596.26,10043350.954999996,10068056.920000004,499,10048,9941,10700,9580,9332,2424,10588,10465,10639,9360,10148,2025,6434,5383,6278,4676,5820,353,4154,5082,4361,4586,4328
283581.78241448913,103.19,154,1.6149999999999949,0.9386605374525074,32520.670798783714,999959092.5299997,9994538.420000004,10005364.91499999,9929596.26,10043350.954999996,10068056.920000004,499,10048,9941,10700,9580,9332,2424,10685,10465,10639,9360,10148,2025,6434,5383,6278,4676,5820,353,4154,5082,4361,4673,4328
283632.78241448913,103.19,159,1.6149999999999949,0.9306468627621118,32567.78690123695,999959092.5299997,9994538.420000004,10005364.91499999,9929596.26,10043350.954999996,10068056.920000004,499,10048,9941,10700,9580,9332,2424,10685,10465,10639,9360,10153,2025,6434,5383,6278,4676,5820,353,4154,5082,4361,4673,4328
283676.78241448913,103.19,189,0.5049999999999955,0.9227683806757758,32608.94824217647,999959092.5299997,9994538.420000004,10005364.91499999,9929596.26,10043350.954999996,10068056.920000004,499,10048,9941,10700,9580,9332,2424,10685,10465,10669,9360,10153,2025,6434,5383,6278,4676,5820,353,4154,5082,4361,4673,4328
284489.78241448913,104.3,50,0.5049999999999955,0.9119686723648975,32030.14169933216,999959092.5299997,9994538.420000004,10005364.91499999,9926884.459999999,10043350.954999996,10070768.720000004,499,10048,9941,10726,9580,9306,2424,10685,10465,10669,9360,10179,2025,6434,5383,6304,4676,5846,353,4251,5082,4361,4684,4333
284558.78241448913,104.3,73,0.5049999999999955,0.9046949061919728,32094.687197616993,999959092.5299997,9994538.420000004,10005364.91499999,9926884.459999999,10043350.954999996,10070768.720000004,499,10048,9941,10726,9580,9306,2424,10685,10465,10669,9383,10179,2025,6434,5383,6304,4676,5846,353,4251,5082,4361,4684,4333
284688.78241448913,104.3,94,0.5049999999999955,0.8975296232454775,32217.321290900727,999959092.5299997,9994538.420000004,10005364.91499999,9926884.459999999,10043350.954999996,10070768.720000004,499,10048,9941,10726,9580,9306,2424,10685,10465,10690,9383,10179,2025,6434,5383,6304,4676,5846,353,4251,5082,4361,4684,4333
284905.78241448913,104.3,105,2.624999999999986,0.8765064027846806,32416.06554514327,999959092.5299997,9994538.420000004,10005364.91499999,9926884.459999999,10043350.954999996,10070768.720000004,499,10048,9941,10726,9580,9306,2424,10685,10480,10690,9383,10179,2025,6434,5383,6304,4676,5846,353,4251,5082,4365,4684,4333
286139.78241448913,104.3,58,8.004999999999995,0.8593457591964335,30648.89569441491,999959092.5299997,9994538.420000004,10005364.91499999,9926884.459999999,10043350.954999996,10070768.720000004,499,10048,9941,10726,9580,9306,2424,10685,10492,10690,9383,10179,2025,6434,5383,6304,4676,5846,353,4251,5097,4386,4707,4333
287580.78241448913,104.3,102,8.974999999999994,0.7861287167983348,30466.919174135895,999959092.5299997,9994538.420000004,10005364.91499999,9926884.459999999,10043350.954999996,10070768.720000004,499,10048,9941,10726,9580,9306,2424,10685,10548,10690,9383,10179,2025,6434,5383,6304,4676,5846,353,4251,5109,4386,4707,4333
287729.78241448913,104.3,154,5.99499999999999,0.778080777689025,30606.35403931266,999959092.5299997,9994538.420000004,10005364.91499999,9926884.459999999,10043350.954999996,10070768.720000004,499,10048,9941,10726,9580,9306,2424,10685,10548,10690,9435,10179,2025,6434,5383,6304,4676,5846,353,4251,5109,4386,4707,4333
287853.78241448913,104.3,202,5.99499999999999,0.5218028391151074,30721.633542716794,999959092.5299997,9994538.420000004,10005364.91499999,9926884.459999999,10043350.954999996,10070768.720000004,499,10048,9941,10726,9580,9306,2424,10685,10548,10738,9435,10179,2025,6434,5383,6304,4676,5846,353,4251,5109,4386,4707,4333
288280.78241448913,104.3,241,7.324999999999989,0.5157200401024892,30284.69847850781,999959092.5299997,9994538.420000004,10005364.91499999,9926884.459999999,10043350.954999996,10070768.720000004,499,10048,9941,10726,9580,9306,2424,10685,10548,10738,9435,10270,2025,6434,5383,6304,4676,5846,353,4251,5109,4386,4759,4333
288763.78241448913,104.3,256,7.324999999999989,0.5068135823994863,30729.094152676786,999959092.5299997,9994538.420000004,10005364.91499999,9926884.459999999,10043350.954999996,10070768.720000004,499,10048,9941,10726,9580,9306,2424,10756,10548,10738,9435,10270,2025,6434,5383,6304,4676,5846,353,4251,5165,4386,4759,4333
289162.78241448913,104.3,262,-1,0.5012332014364386,29162.782414489135,999959092.5299997,9994538.420000004,10005364.91499999,9926884.459999999,10043350.954999996,10070768.720000004,499,10048,9941,10726,9580,9306,2524,10756,10548,10738,9435,10270,2025,6434,5383,6304,4676,5846,399,4251,5165,4434,4759,4333
289163.78241448913,104.3,362,0.009999999999990905,0.49554792924863905,29163.782414489135,999959092.5299997,9994538.420000004,10005364.91499999,9926884.459999999,10043350.954999996,10070768.720000004,499,10048,9941,10726,9580,9306,2624,10756,10548,10738,9435,10270,2025,6434,5383,6304,4676,5846,399,4251,5165,4434,4759,4333
289164.78241448913,104.3,363,0.0049999999999954525,0.4900423267376594,29164.782414489135,999959092.5299997,9994538.420000004,10005364.91499999,9926884.459999999,10043350.954999996,10070768.720000004,499,10048,9941,10726,9580,9306,2625,10756,10548,10738,9435,10270,2025,6434,5383,6304,4676,5846,399,4251,5165,4434,4759,4333
289165.78241448913,105.2,362,0.009999999999990905,0.5137928922189116,29165.782414489135,999959092.5299997,9994538.420000004,10005364.91499999,9926884.459999999,10043350.954999996,10070768.720000004,499,10048,9941,10726,9580,9306,2626,10756,10548,10738,9435,10270,2027,6434,5383,6304,4676,5846,399,4251,5165,4434,4759,4333
289869.78241448913,105.19500000000001,326,0.009999999999990905,0.5337701840445943,29210.729603206157,999955305.5099998,9998325.440000003,10005364.91499999,9926884.459999999,10043350.954999996,10070768.720000004,535,10012,9941,10726,9580,9306,2626,10792,10548,10738,9435,10270,2063,6470,5383,6304,4676,5846,399,4251,5165,4434,4759,4333
291374.78241448913,105.19500000000001,131,0.009999999999990905,0.5527670886491253,23769.39025627356,999951834.0749998,10001796.875000004,10005364.91499999,9926884.459999999,10043350.954999996,10070768.720000004,568,9979,9941,10726,9580,9306,2626,10825,10548,10738,9435,10270,2096,6503,5383,6304,4676,5846,399,4322,5165,4434,4759,4424
291478.78241448913,105.19500000000001,133,0.009999999999990905,0.5701596140869969,23864.90384898585,999951834.0749998,10001796.875000004,10005364.91499999,9926884.459999999,10043350.954999996,10070768.720000004,568,9979,9941,10726,9580,9306,2626,10825,10550,10738,9435,10270,2096,6503,5383,6304,4676,5846,399,4322,5165,4434,4759,4424
291744.78241448913,105.19500000000001,115,0.009999999999990905,0.5850657548515397,24115.84888056008,999949940.5649998,10001796.875000004,10005364.91499999,9926884.459999999,10043350.954999996,10072662.230000004,586,9979,9941,10726,9580,9288,2626,10825,10550,10738,9435,10288,2114,6503,5383,6304,4676,5864,399,4322,5165,4434,4759,4424
291940.78241448913,105.19500000000001,153,0.009999999999990905,0.5978926406605953,24300.477797758882,999949940.5649998,10001796.875000004,10005364.91499999,9926884.459999999,10043350.954999996,10072662.230000004,586,9979,9941,10726,9580,9288,2626,10825,10550,10738,9473,10288,2114,6503,5383,6304,4676,5864,399,4322,5165,4434,4759,4424
292111.78241448913,105.19500000000001,228,0.009999999999990905,0.6089608170022055,24458.55659882934,999949940.5649998,10001796.875000004,10005364.91499999,9926884.459999999,10043350.954999996,10072662.230000004,586,9979,9941,10726,9580,9288,2626,10825,10550,10813,9473,10288,2114,6503,5383,6304,4676,5864,399,4322,5165,4434,4759,4424
293900.78241448913,105.19500000000001,267,0.009999999999990905,0.6294332644331753,25922.347260139533,999949940.5649998,10001796.875000004,10005364.91499999,9926884.459999999,10043350.954999996,10072662.230000004,586,9979,9941,10726,9580,9288,2626,10825,10550,10852,9473,10288,2114,6503,5383,6304,4676,5864,399,4322,5165,4434,4759,4424
294703.78241448913,105.19500000000001,228,0.009999999999990905,0.64098360694717,26059.393351631414,999949940.5649998,10001796.875000004,10005364.91499999,9926884.459999999,10043350.954999996,10072662.230000004,586,9979,9941,10726,9580,9288,2626,10825,10550,10852,9473,10289,2114,6503,5383,6304,4676,5864,399,4322,5167,4434,4797,4424
294707.78241448913,105.19500000000001,241,0.009999999999990905,0.6496015572828283,26063.042076778773,999949940.5649998,10001796.875000004,10005364.91499999,9926884.459999999,10043350.954999996,10072662.230000004,586,9979,9941,10726,9580,9288,2626,10825,10563,10852,9473,10289,2114,6503,5383,6304,4676,5864,399,4322,5167,4434,4797,4424
294774.78241448913,104.71,229,0.35999999999999943,0.6452330433820891,26126.123620128958,999948573.0299999,10007248.100000003,10005364.91499999,9922800.77,10043350.954999996,10072662.230000004,599,9927,9941,10765,9580,9288,2626,10917,10563,10852,9473,10289,2127,6555,5383,6343,4676,5864,399,4322,5167,4434,4797,4424
295518.78241448913,104.71,161,0.35999999999999943,0.643573069162685,26784.97080856975,999948573.0299999,10007248.100000003,10005364.91499999,9922800.77,10043350.954999996,10072662.230000004,599,9927,9941,10765,9580,9288,2626,10917,10563,10859,9473,10289,2127,6555,5383,6343,4676,5864,399,4322,5167,4509,4797,4424
295670.78241448913,104.71,197,0.35999999999999943,0.630223129780764,26921.747060250025,999948573.0299999,10007248.100000003,10005364.91499999,9922800.77,10043350.954999996,10072662.230000004,599,9927,9941,10765,9580,9288,2626,10917,10599,10859,9473,10289,2127,6555,5383,6343,4676,5864,399,4322,5167,4509,4797,4424
296472.78241448913,104.71,256,0.060000000000002274,0.6277324146282429,27633.35367073829,999948573.0299999,10007248.100000003,10005364.91499999,9922800.77,10043350.954999996,10072662.230000004,599,9927,9941,10765,9580,9288,2626,10917,10599,10859,9473,10348,2127,6555,5383,6343,4676,5864,399,4322,5167,4509,4797,4424
297690.78241448913,104.0,216,-1,0.6225066386549994,28555.167828306265,999948573.0299999,10007248.100000003,10006197.02499999,9922072.77,10043350.954999996,10072558.120000005,599,9927,9933,10772,9580,9289,2626,10917,10673,10859,9473,10348,2127,6555,5489,6350,4676,5865,399,4322,5167,4509,4797,4424
297795.78241448913,104.0,299,-1,0.6173727457078594,28651.398987876193,999948573.0299999,10007248.100000003,10006197.02499999,9922072.77,10043350.954999996,10072558.120000005,599,9927,9933,10772,9580,9289,2626,11000,10673,10859,9473,10348,2127,6555,5489,6350,4676,5865,399,4322,5167,4509,4797,4424
298682.78241448913,104.17,217,-1,0.6169023382172928,29477.843569154327,999948573.0299999,10007248.100000003,10007963.66499999,9922072.77,10043350.954999996,10070791.480000004,599,9927,9916,10772,9580,9306,2626,11000,10673,10859,9473,10390,2127,6555,5506,6350,4676,5932,399,4362,5167,4509,4797,4424
298992.78241448913,104.17,254,-1,0.6102501282567021,29766.297440070193,999948573.0299999,10007248.100000003,10007963.66499999,9922072.77,10043350.954999996,10070791.480000004,599,9927,9916,10772,9580,9306,2626,11000,10673,10896,9473,10390,2127,6555,5506,6350,4676,5932,399,4362,5167,4509,4797,4424
299201.78241448913,104.17,310,-1,0.6038066551108907,29965.86087053077,999948573.0299999,10007248.100000003,10007963.66499999,9922072.77,10043350.954999996,10070791.480000004,599,9927,9916,10772,9580,9306,2626,11000,10673,10896,9529,10390,2127,6555,5506,6350,4676,5932,399,4362,5167,4509,4797,4424
299292.78241448913,104.17,376,-1,0.5975613404124795,30051.8627350835,999948573.0299999,10007248.100000003,10007963.66499999,9922072.77,10043350.954999996,10070791.480000004,599,9927,9916,10772,9580,9306,2626,11066,10673,10896,9529,10390,2127,6555,5506,6350,4676,5932,399,4362,5167,4509,4797,4424
299475.78241448913,104.17,438,-1,0.597130545935219,30221.809134426585,999948573.0299999,10007248.100000003,10007963.66499999,9922072.77,10043350.954999996,10070791.480000004,599,9927,9916,10772,9580,9306,2626,11066,10735,10896,9529,10390,2127,6555,5506,6350,4676,5932,399,4362,5167,4509,4797,4424
300304.78241448913,104.17,326,-1,0.6024632095862471,29402.98360140185,999948573.0299999,10007248.100000003,10007963.66499999,9922072.77,10043350.954999996,10070791.480000004,599,9927,9916,10772,9580,9306,2626,11066,10735,10896,9529,10461,2127,6555,5506,6350,4676,5932,399,4511,5167,4509,4797,4458
