Timestamp,Price,Book Size,Gap,Volatility,Queue Size,marketmaker Cash,testagent1 Cash,testagent2 Cash,testagent3 Cash,testagent4 Cash,testagent5 Cash,marketmaker Shares,testagent1 Shares,testagent2 Shares,testagent3 Shares,testagent4 Shares,testagent5 Shares,marketmaker Orders/Sent,testagent1 Orders/Sent,testagent2 Orders/Sent,testagent3 Orders/Sent,testagent4 Orders/Sent,testagent5 Orders/Sent,marketmaker Orders/Matched,testagent1 Orders/Matched,testagent2 Orders/Matched,testagent3 Orders/Matched,testagent4 Orders/Matched,testagent5 Orders/Matched,marketmaker Orders/Canceled,testagent1 Orders/Canceled,testagent2 Orders/Canceled,testagent3 Orders/Canceled,testagent4 Orders/Canceled,testagent5 Orders/Canceled
208.49220672951805,100,20,-1,0.0,0.0,1000000000,10000000,10000000,10000000,10000000,10000000,100,10000,10000,10000,10000,10000,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.09012440068193,100,51,-1,0.0,0.0,1000000000,10000000,10000000,10000000,10000000,10000000,100,10000,10000,10000,10000,10000,0,0,31,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,100.14,89,0.014999999999986358,0.0659966329107447,0,999996895.66,10000000,10003104.34,10000000,10000000,10000000,131,10000,9969,10000,10000,10000,100,0,31,20,0,0,31,0,31,0,0,0,0,0,0,0,0,0
20001,100.14,189,0.009999999999990905,0.07000000000000028,1,999996895.66,10000000,10003104.34,10000000,10000000,10000000,131,10000,9969,10000,10000,10000,200,0,31,20,0,0,31,0,31,0,0,0,0,0,0,0,0,0
20002,100.14,190,0.0049999999999954525,0.06858571279792926,2,999996895.66,10000000,10003104.34,10000000,10000000,10000000,131,10000,9969,10000,10000,10000,201,0,31,20,0,0,31,0,31,0,0,0,0,0,0,0,0,0
20003,100.4,189,0.009999999999990905,0.1333749934916189,3,999996895.66,10000000,10003104.34,10000000,10000000,10000000,131,10000,9969,10000,10000,10000,202,0,31,20,0,0,33,0,31,0,0,0,0,0,0,0,0,0
20185.561694259708,100.4,238,0.009999999999990905,0.15407392871671963,0.0,999996895.66,10000000,10003104.34,10000000,10000000,10000000,131,10000,9969,10000,10000,10000,202,0,31,20,0,69,33,0,31,0,0,0,0,0,0,20,0,0
20195.8884977042,100.4,264,0.009999999999990905,0.16230757838129684,0.0,999996895.66,10000000,10003104.34,10000000,10000000,10000000,131,10000,9969,10000,10000,10000,202,26,31,20,0,69,33,0,31,0,0,0,0,0,0,20,0,0
20257.957722241572,100.4,361,0.009999999999990905,0.12866663141940485,0.0,999996895.66,10000000,10003104.34,10000000,10000000,10000000,131,10000,9969,10000,10000,10000,202,26,31,20,97,69,33,0,31,0,0,0,0,0,0,20,0,0
40002,100.4,193,0.15000000000000568,0.0968962790249928,2,999996895.66,10000000,10003104.34,10000000,10000000,10000000,131,10000,9969,10000,10000,10000,203,26,31,20,97,69,33,0,31,0,0,0,169,0,0,20,0,0
40003,100.8,192,3.5799999999999983,0.1490711984999828,3,999996895.66,10000000,10003104.34,10000000,10000000,10000000,131,10000,9969,10000,10000,10000,204,26,31,20,97,69,35,0,31,0,0,0,169,0,0,20,0,0
40004,100.8,292,0.15500000000000114,0.18856180831640865,4,999996895.66,10000000,10003104.34,10000000,10000000,10000000,131,10000,9969,10000,10000,10000,304,26,31,20,97,69,35,0,31,0,0,0,169,0,0,20,0,0
40005,100.8,392,0.009999999999990905,0.19794866372215317,5,999996895.66,10000000,10003104.34,10000000,10000000,10000000,131,10000,9969,10000,10000,10000,404,26,31,20,97,69,35,0,31,0,0,0,169,0,0,20,0,0
40199.85622919308,100.80499999999999,272,0.009999999999990905,0.1891593243802649,0.0,1000002036.7149999,10000000,10003104.34,10000000,9994858.945,10000000,80,10000,9969,10000,10051,10000,404,26,31,20,148,69,86,0,31,0,51,0,169,0,0,20,0,69
40249.42330494994,100.795,114,0.009999999999990905,0.180721343735684,0.0,999995888.2199999,10006148.495,10003104.34,10000000,9994858.945,10000000,141,9939,9969,10000,10051,10000,404,87,31,20,148,69,147,61,31,0,51,0,169,0,0,20,97,69
40394.48084134074,100.795,89,-1,0.13971545427498178,0.0,999991957.2149999,10006148.495,10003104.34,10000000,9994858.945,10003931.005,180,9939,9969,10000,10051,9961,404,87,31,20,148,148,186,61,31,0,51,39,169,26,0,20,97,69
40408.329530641866,100.795,116,-1,0.13185574503979472,0.0,999991957.2149999,10006148.495,10003104.34,10000000,9994858.945,10003931.005,180,9939,9969,10000,10051,9961,404,87,31,47,148,148,186,61,31,0,51,39,169,26,0,20,97,69
40418.861352153726,100.795,201,-1,0.12516162390591165,0.0,999991957.2149999,10006148.495,10003104.34,10000000,9994858.945,10003931.005,180,9939,9969,10000,10051,9961,404,87,31,47,233,148,186,61,31,0,51,39,169,26,0,20,97,69
40472.778432991814,100.795,214,-1,0.11937755232873354,0.0,999991957.2149999,10006148.495,10003104.34,10000000,9994858.945,10003931.005,180,9939,9969,10000,10051,9961,404,87,31,60,233,148,186,61,31,0,51,39,169,26,0,20,97,69
40584.36164162326,98.79,189,-1,0.5770962507629257,0.0,999991957.2149999,10006148.495,10003104.34,9997530.25,9994858.945,10006400.755,180,9939,9969,10025,10051,9936,404,87,31,85,233,148,186,61,31,25,51,64,169,26,0,20,97,69
40604.95224174937,98.79,280,-1,0.7414821867943486,0.0,999991957.2149999,10006148.495,10003104.34,9997530.25,9994858.945,10006400.755,180,9939,9969,10025,10051,9936,404,178,31,85,233,148,186,61,31,25,51,64,169,26,0,20,97,69
40627.733285906244,98.79,332,-1,0.8357519733430132,0.0,999991957.2149999,10006148.495,10003104.34,9997530.25,9994858.945,10006400.755,180,9939,9969,10025,10051,9936,404,178,31,85,233,200,186,61,31,25,51,64,169,26,0,20,97,69
40725.31136189522,98.79,375,-1,0.8947582617326146,0.0,999991957.2149999,10006148.495,10003104.34,9997530.25,9994858.945,10006400.755,180,9939,9969,10025,10051,9936,404,178,74,85,233,200,186,61,31,25,51,64,169,26,0,20,97,69
