Timestamp,Price,Book Size,Gap,Volatility,Queue Size,Cash/profitableagent,Cash/testagent1,Cash/testagent2,Cash/testagent3,Cash/testagent4,Cash/testagent5,Shares/profitableagent,Shares/testagent1,Shares/testagent2,Shares/testagent3,Shares/testagent4,Shares/testagent5,Net Worth/profitableagent,Net Worth/testagent1,Net Worth/testagent2,Net Worth/testagent3,Net Worth/testagent4,Net Worth/testagent5,profitableagent Orders/Sent,testagent1 Orders/Sent,testagent2 Orders/Sent,testagent3 Orders/Sent,testagent4 Orders/Sent,testagent5 Orders/Sent,profitableagent Orders/Matched,testagent1 Orders/Matched,testagent2 Orders/Matched,testagent3 Orders/Matched,testagent4 Orders/Matched,testagent5 Orders/Matched,profitableagent Orders/Canceled,testagent1 Orders/Canceled,testagent2 Orders/Canceled,testagent3 Orders/Canceled,testagent4 Orders/Canceled,testagent5 Orders/Canceled
224.41702975707614,100,23,-1,0.0,0.0,10000000,10000000,10000000,10000000,10000000,10000000,10000,10000,10000,10000,10000,10000,11000000,11000000,11000000,11000000,11000000,11000000,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
231.39430943406308,100,25,-1,0.0,0.0,10000000,10000000,10000000,10000000,10000000,10000000,10000,10000,10000,10000,10000,10000,11000000,11000000,11000000,11000000,11000000,11000000,0,0,0,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0
458.38361665521364,101.29,111,0.6099999999999994,0.6081118318204338,0.0,10000000,10000202.58,10000000,9999797.42,10000000,10000000,10000,9998,10000,10002,10000,10000,11012900.0,11012900.0,11012900.0,11012900.0,11012900.0,11012900.0,0,90,0,2,0,23,0,2,0,2,0,0,0,0,0,0,0,0
463.79383911738216,99.33,134,-1,0.7100880227126805,0.0,10000000,10000202.58,10002284.59,9999797.42,10000000,9997715.41,10000,9998,9977,10002,10000,10023,10993300.0,10993303.92,10993300.0,10993296.08,10993300.0,10993300.0,0,90,69,2,0,23,0,2,23,2,0,23,0,0,0,0,0,0
630.5605491058634,99.33,164,-1,0.7157373820054421,0.0,10000000,10000202.58,10002284.59,9999797.42,10000000,9997715.41,10000,9998,9977,10002,10000,10023,10993300.0,10993303.92,10993300.0,10993296.08,10993300.0,10993300.0,0,90,69,2,0,53,0,2,23,2,0,23,0,0,0,0,0,0
637.5930916866296,99.33,192,-1,0.6981403870282852,0.0,10000000,10000202.58,10002284.59,9999797.42,10000000,9997715.41,10000,9998,9977,10002,10000,10023,10993300.0,10993303.92,10993300.0,10993296.08,10993300.0,10993300.0,0,90,69,30,0,53,0,2,23,2,0,23,0,0,0,0,0,0
653.2121520227093,99.33,280,-1,0.6743976904601341,0.0,10000000,10000202.58,10002284.59,9999797.42,10000000,9997715.41,10000,9998,9977,10002,10000,10023,10993300.0,10993303.92,10993300.0,10993296.08,10993300.0,10993300.0,88,90,69,30,0,53,0,2,23,2,0,23,0,0,0,0,0,0
720.4953639260481,99.2,251,0.5699999999999932,0.661455544613546,0.0,10000000,9995639.38,10006847.79,9999797.42,10000000,9997715.41,10000,10044,9931,10002,10000,10023,10992000.0,10992004.180000002,10992002.989999998,10991995.82,10992000.0,10991997.01,88,153,69,30,0,53,0,48,69,2,0,23,0,0,0,0,0,0
884.9138574493394,99.2,272,0.39000000000000057,0.6451834842857216,0.0,10000000,9995639.38,10006847.79,9999797.42,10000000,9997715.41,10000,10044,9931,10002,10000,10023,10992000.0,10992004.180000002,10992002.989999998,10991995.82,10992000.0,10991997.01,88,153,69,30,0,74,0,48,69,2,0,23,0,0,0,0,0,0
1085.9265614742028,99.37,277,-1,0.618559617175258,0.0,10000000,9993950.090000002,10006847.79,10003577.26,10000000,9995624.86,10000,10061,9931,9964,10000,10044,10993700.0,10993711.660000002,10993691.26,10993699.94,10993700.0,10993697.139999999,88,153,69,111,0,74,0,65,69,40,0,44,0,0,0,0,0,0
