Timestamp,Price,Book Size,Gap,Volatility,Queue Size,Cash/profitableagent,Cash/testagent1,Cash/testagent2,Cash/testagent3,Cash/testagent4,Cash/testagent5,Shares/profitableagent,Shares/testagent1,Shares/testagent2,Shares/testagent3,Shares/testagent4,Shares/testagent5,Net Worth/profitableagent,Net Worth/testagent1,Net Worth/testagent2,Net Worth/testagent3,Net Worth/testagent4,Net Worth/testagent5,profitableagent Orders/Sent,testagent1 Orders/Sent,testagent2 Orders/Sent,testagent3 Orders/Sent,testagent4 Orders/Sent,testagent5 Orders/Sent,profitableagent Orders/Matched,testagent1 Orders/Matched,testagent2 Orders/Matched,testagent3 Orders/Matched,testagent4 Orders/Matched,testagent5 Orders/Matched,profitableagent Orders/Canceled,testagent1 Orders/Canceled,testagent2 Orders/Canceled,testagent3 Orders/Canceled,testagent4 Orders/Canceled,testagent5 Orders/Canceled
233.93832403776065,100,39,-1,0.0,0.0,10000000,10000000,10000000,10000000,10000000,10000000,10000,10000,10000,10000,10000,10000,11000000,11000000,11000000,11000000,11000000,11000000,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389.83533265370073,100,65,-1,0.0,0.0,10000000,10000000,10000000,10000000,10000000,10000000,10000,10000,10000,10000,10000,10000,11000000,11000000,11000000,11000000,11000000,11000000,0,0,39,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
422.722262429279,99.71,87,0.45000000000000284,0.13670731102940215,0.0,10000000,9996111.31,10003888.69,10000000,10000000,10000000,10000,10039,9961,10000,10000,10000,10997100.0,10997100.0,10997100.0,10997100.0,10997100.0,10997100.0,0,100,39,0,26,0,0,39,39,0,0,0,0,0,0,0,0,0
446.3540570259331,99.71,153,0.2600000000000051,0.14500000000000313,0.0,10000000,9996111.31,10003888.69,10000000,10000000,10000000,10000,10039,9961,10000,10000,10000,10997100.0,10997100.0,10997100.0,10997100.0,10997100.0,10997100.0,0,100,39,0,26,66,0,39,39,0,0,0,0,0,0,0,0,0
560.2483588222899,99.71,164,0.2600000000000051,0.1420704050814274,0.0,10000000,9996111.31,10003888.69,10000000,10000000,10000000,10000,10039,9961,10000,10000,10000,10997100.0,10997100.0,10997100.0,10997100.0,10997100.0,10997100.0,0,100,39,0,37,66,0,39,39,0,0,0,0,0,0,0,0,0
671.7715964470274,99.71,227,0.0799999999999983,0.13670731102940215,0.0,10000000,9996111.31,10003888.69,10000000,10000000,10000000,10000,10039,9961,10000,10000,10000,10997100.0,10997100.0,10997100.0,10997100.0,10997100.0,10997100.0,0,163,39,0,37,66,0,39,39,0,0,0,0,0,0,0,0,0
888.3578545744394,100.16,158,0.2600000000000051,0.17693536234732826,0.0,10000000,9989188.93,10003888.69,10006922.38,10000000,10000000,10000,10108,9961,9931,10000,10000,11001600.0,11001606.209999999,11001582.45,11001611.34,11001600.0,11001600.0,0,163,39,69,37,66,0,108,39,69,0,0,0,0,0,0,0,0
1079.5032664125727,100.16,164,0.2600000000000051,0.19345542122153286,0.0,10000000,9989188.93,10003888.69,10006922.38,10000000,10000000,10000,10108,9961,9931,10000,10000,11001600.0,11001606.209999999,11001582.45,11001611.34,11001600.0,11001600.0,0,163,39,69,37,72,0,108,39,69,0,0,0,0,0,0,0,0
1080.5032664125727,100.16,221,0.2600000000000051,0.2005055339281266,0.0100882082924727,10000000,9989188.93,10003888.69,10006922.38,10000000,10000000,10000,10108,9961,9931,10000,10000,11001600.0,11001606.209999999,11001582.45,11001611.34,11001600.0,11001600.0,0,163,39,69,37,129,0,108,39,69,0,0,0,0,0,0,0,0
1103.4215942160201,100.16,259,0.2600000000000051,0.20291870293297415,0.0,10000000,9989188.93,10003888.69,10006922.38,10000000,10000000,10000,10108,9961,9931,10000,10000,11001600.0,11001606.209999999,11001582.45,11001611.34,11001600.0,11001600.0,0,163,77,69,37,129,0,108,39,69,0,0,0,0,0,0,0,0
1239.6995116280038,100.16,353,0.0799999999999983,0.2028474979831329,0.0,10000000,9989188.93,10003888.69,10006922.38,10000000,10000000,10000,10108,9961,9931,10000,10000,11001600.0,11001606.209999999,11001582.45,11001611.34,11001600.0,11001600.0,0,163,77,69,131,129,0,108,39,69,0,0,0,0,0,0,0,0
1403.0711966474732,100.16,372,0.0799999999999983,0.20138409955991088,0.0,10000000,9989188.93,10003888.69,10006922.38,10000000,10000000,10000,10108,9961,9931,10000,10000,11001600.0,11001606.209999999,11001582.45,11001611.34,11001600.0,11001600.0,0,182,77,69,131,129,0,108,39,69,0,0,0,0,0,0,0,0
1443.6927948825314,100.24,359,0.0799999999999983,0.20521600684999225,0.0,10000000,9989188.93,10003888.69,10006922.38,10001303.12,9998696.88,10000,10108,9961,9931,9987,10013,11002400.0,11002414.85,11002379.33,11002405.82,11002400.0,11002400.0,0,182,77,69,131,142,0,108,39,69,13,13,0,0,0,0,0,0
1624.5287889499552,99.94,299,0.29999999999999716,0.1984172062979984,0.0,10000000,9989688.629999999,10003888.69,10006922.38,10001303.12,9998197.180000002,10000,10103,9961,9931,9987,10018,10999400.0,10999382.45,10999391.03,10999426.520000001,10999403.899999999,10999396.100000001,0,242,77,69,131,142,0,223,39,69,13,18,0,0,0,0,0,0
1635.6728881010215,99.94,304,0.25,0.19224521378235293,0.0,10000000,9989688.629999999,10003888.69,10006922.38,10001303.12,9998197.180000002,10000,10103,9961,9931,9987,10018,10999400.0,10999382.45,10999391.03,10999426.520000001,10999403.899999999,10999396.100000001,0,242,77,74,131,142,0,223,39,69,13,18,0,0,0,0,0,0
1666.2352159380143,99.73,297,-1,0.1968571420472219,0.0,10000000,9987793.76,10003888.69,10006422.430000002,10003797.879999997,9998097.240000002,10000,10122,9961,9936,9962,10019,10997300.0,10997260.82,10997299.219999999,10997339.71,10997308.139999997,10997292.110000001,0,242,77,74,196,142,0,242,39,74,60,19,0,0,0,0,0,0
1805.7199986011879,99.49,275,0.4200000000000017,0.2228550198258767,0.0,10000000,9987793.76,10001003.479999999,10006422.430000002,10006683.089999998,9998097.240000002,10000,10122,9990,9936,9933,10019,10994900.0,10994831.54,10994908.579999998,10994955.070000002,10994917.259999998,10994887.550000003,0,242,113,74,196,142,0,242,68,74,89,19,0,0,0,0,0,0
1810.3105060106495,99.49,361,0.25,0.24078895528585734,0.0,10000000,9987793.76,10001003.479999999,10006422.430000002,10006683.089999998,9998097.240000002,10000,10122,9990,9936,9933,10019,10994900.0,10994831.54,10994908.579999998,10994955.070000002,10994917.259999998,10994887.550000003,0,242,113,74,196,228,0,242,68,74,89,19,0,0,0,0,0,0
1843.6094779147782,99.99,309,0.25,0.2348312295483533,0.0,10000000,9987793.76,10006202.959999999,10006422.430000002,10006683.089999998,9992897.760000002,10000,10122,9938,9936,9933,10071,10999900.0,10999892.54,10999903.579999998,10999923.070000002,10999883.759999998,10999897.05,0,242,165,74,196,228,0,242,120,74,89,71,0,0,0,0,0,0
1847.1721440556153,99.82,281,-1,0.23007824755939071,0.0,10000000,9991892.16,10005504.219999999,10006422.430000002,10006683.089999998,9989498.100000001,10000,10081,9945,9936,9933,10105,10998200.0,10998177.58,10998214.12,10998233.950000001,10998195.149999999,10998179.200000001,0,296,165,74,196,228,0,283,127,74,89,105,0,0,0,0,0,0
1883.69260498977,99.82,363,0.6499999999999915,0.2255816367303249,0.0,10000000,9991892.16,10005504.219999999,10006422.430000002,10006683.089999998,9989498.100000001,10000,10081,9945,9936,9933,10105,10998200.0,10998177.58,10998214.12,10998233.950000001,10998195.149999999,10998179.200000001,0,296,247,74,196,228,0,283,127,74,89,105,0,0,0,0,0,0
1889.797434985875,100.24,323,1.309999999999988,0.23042719938166215,0.0,10000000,9993186.7,10001503.2,10006422.430000002,10009389.569999998,9989498.100000001,10000,10068,9985,9936,9906,10105,11002400.0,11002403.02,11002399.6,11002407.070000002,11002367.009999998,11002423.3,0,296,287,74,196,228,0,296,167,74,116,105,0,0,0,0,0,0
1897.509822146066,100.24,382,1.309999999999988,0.23396152722035699,0.0,10000000,9993186.7,10001503.2,10006422.430000002,10009389.569999998,9989498.100000001,10000,10068,9985,9936,9906,10105,11002400.0,11002403.02,11002399.6,11002407.070000002,11002367.009999998,11002423.3,0,296,287,133,196,228,0,296,167,74,116,105,0,0,0,0,0,0
1910.0163941996761,100.24,391,0.5999999999999943,0.23648907656239324,0.0,10000000,9993186.7,10001503.2,10006422.430000002,10009389.569999998,9989498.100000001,10000,10068,9985,9936,9906,10105,11002400.0,11002403.02,11002399.6,11002407.070000002,11002367.009999998,11002423.3,0,296,287,142,196,228,0,296,167,74,116,105,0,0,0,0,0,0
2027.1716870664977,100.42,300,1.4899999999999949,0.2488051446413445,0.0,10000000,9993186.7,10001503.2,10007318.200000001,10005682.04,9992309.860000001,10000,10068,9985,9927,9943,10077,11004200.0,11004215.26,11004196.899999999,11004187.540000001,11004158.1,11004242.200000001,0,296,287,142,287,228,0,296,167,83,261,133,0,0,0,0,0,0
2058.8197405235283,100.42,344,0.7999999999999972,0.25848328663079195,0.0,10000000,9993186.7,10001503.2,10007318.200000001,10005682.04,9992309.860000001,10000,10068,9985,9927,9943,10077,11004200.0,11004215.26,11004196.899999999,11004187.540000001,11004158.1,11004242.200000001,0,296,287,142,287,272,0,296,167,83,261,133,0,0,0,0,0,0
2072.7500386444995,100.42,363,0.7999999999999972,0.26615692020467957,0.0,10000000,9993186.7,10001503.2,10007318.200000001,10005682.04,9992309.860000001,10000,10068,9985,9927,9943,10077,11004200.0,11004215.26,11004196.899999999,11004187.540000001,11004158.1,11004242.200000001,0,315,287,142,287,272,0,296,167,83,261,133,0,0,0,0,0,0
2083.202947352932,100.42,369,0.6899999999999977,0.2722684374671753,0.0,10000000,9993186.7,10001503.2,10007318.200000001,10005682.04,9992309.860000001,10000,10068,9985,9927,9943,10077,11004200.0,11004215.26,11004196.899999999,11004187.540000001,11004158.1,11004242.200000001,0,315,287,142,287,278,0,296,167,83,261,133,0,0,0,0,0,0
2099.0074635950514,100.42,445,0.3199999999999932,0.2771392846843258,0.0,10000000,9993186.7,10001503.2,10007318.200000001,10005682.04,9992309.860000001,10000,10068,9985,9927,9943,10077,11004200.0,11004215.26,11004196.899999999,11004187.540000001,11004158.1,11004242.200000001,0,391,287,142,287,278,0,296,167,83,261,133,0,0,0,0,0,0
2213.8558648466387,100.42,487,0.3199999999999932,0.2810100828558785,0.0,10000000,9993186.7,10001503.2,10007318.200000001,10005682.04,9992309.860000001,10000,10068,9985,9927,9943,10077,11004200.0,11004215.26,11004196.899999999,11004187.540000001,11004158.1,11004242.200000001,0,391,329,142,287,278,0,296,167,83,261,133,0,0,0,0,0,0
2221.7910071811375,100.42,553,0.3199999999999932,0.2840651828291082,0.0,10000000,9993186.7,10001503.2,10007318.200000001,10005682.04,9992309.860000001,10000,10068,9985,9927,9943,10077,11004200.0,11004215.26,11004196.899999999,11004187.540000001,11004158.1,11004242.200000001,0,391,329,142,353,278,0,296,167,83,261,133,0,0,0,0,0,0
2222.7910071811375,100.42,616,0.1700000000000017,0.28644848467918466,0.75701251160217,10000000,9993186.7,10001503.2,10007318.200000001,10005682.04,9992309.860000001,10000,10068,9985,9927,9943,10077,11004200.0,11004215.26,11004196.899999999,11004187.540000001,11004158.1,11004242.200000001,0,391,392,142,353,278,0,296,167,83,261,133,0,0,0,0,0,0
2223.7910071811375,99.08,587,0.1700000000000017,0.3294668314430472,1.54971554929989,10000000,9993186.7,9998629.879999999,10010191.520000001,10005682.04,9992309.860000001,10000,10068,10014,9898,9943,10077,10990800.0,10990724.139999999,10990816.999999998,10990885.360000001,10990834.479999999,10990739.020000001,0,391,392,171,353,278,0,296,196,112,261,133,0,0,0,0,0,0
2241.1622999115552,99.25,541,0.1700000000000017,0.35115343800712295,0.0,10000000,9997752.2,9994064.379999999,10010191.520000001,10005682.04,9992309.860000001,10000,10022,10060,9898,9943,10077,10992500.0,10992435.7,10992519.379999999,10992568.020000001,10992524.79,10992452.110000001,0,391,438,171,353,278,0,342,242,112,261,133,0,0,0,0,0,0
2292.7981791915354,99.25,634,0.1700000000000017,0.36909221235958173,0.0,10000000,9997752.2,9994064.379999999,10010191.520000001,10005682.04,9992309.860000001,10000,10022,10060,9898,9943,10077,10992500.0,10992435.7,10992519.379999999,10992568.020000001,10992524.79,10992452.110000001,0,391,438,264,353,278,0,342,242,112,261,133,0,0,0,0,0,0
2383.4141194242275,98.93,592,0.3199999999999932,0.404020210196116,0.0,10000000,9997752.2,9989904.219999999,10010191.520000001,10005682.04,9996470.020000001,10000,10022,10102,9898,9943,10035,10989300.0,10989228.66,10989295.079999998,10989400.660000002,10989343.03,10989232.570000002,0,391,438,264,353,320,0,342,284,112,261,175,0,0,0,0,0,0
