Timestamp,Price,Book Size,Gap,Volatility,Queue Size,Cash/profitableagent,Cash/testagent1,Cash/testagent2,Cash/testagent3,Cash/testagent4,Cash/testagent5,Shares/profitableagent,Shares/testagent1,Shares/testagent2,Shares/testagent3,Shares/testagent4,Shares/testagent5,Net Worth/profitableagent,Net Worth/testagent1,Net Worth/testagent2,Net Worth/testagent3,Net Worth/testagent4,Net Worth/testagent5,profitableagent Orders/Sent,testagent1 Orders/Sent,testagent2 Orders/Sent,testagent3 Orders/Sent,testagent4 Orders/Sent,testagent5 Orders/Sent,profitableagent Orders/Matched,testagent1 Orders/Matched,testagent2 Orders/Matched,testagent3 Orders/Matched,testagent4 Orders/Matched,testagent5 Orders/Matched,profitableagent Orders/Canceled,testagent1 Orders/Canceled,testagent2 Orders/Canceled,testagent3 Orders/Canceled,testagent4 Orders/Canceled,testagent5 Orders/Canceled
643310.840562213,91.94,51,-1,2.711171799287633,989.484798348858,10475270.609999998,9810933.420000007,9934496.619999997,9919475.519999992,9985733.959999997,9874089.870000008,5532,11786,10580,10776,10115,11211,10983882.689999998,10894538.260000007,10907221.819999997,10910220.959999992,10915707.059999997,10904829.210000008,9589,14370,16015,15794,15198,14881,4774,7376,7844,8478,7637,6845,4764,6994,8171,7316,7561,8036
643827.840562213,91.94,82,0.9099999999999966,2.761061533127314,1489.891753167729,10475270.609999998,9810933.420000007,9934496.619999997,9919475.519999992,9985733.959999997,9874089.870000008,5532,11786,10580,10776,10115,11211,10983882.689999998,10894538.260000007,10907221.819999997,10910220.959999992,10915707.059999997,10904829.210000008,9589,14370,16015,15794,15229,14881,4774,7376,7844,8478,7637,6845,4764,6994,8171,7316,7561,8036
644334.840562213,91.94,142,0.9099999999999966,2.8044320491781076,1985.959677418694,10475270.609999998,9810933.420000007,9934496.619999997,9919475.519999992,9985733.959999997,9874089.870000008,5532,11786,10580,10776,10115,11211,10983882.689999998,10894538.260000007,10907221.819999997,10910220.959999992,10915707.059999997,10904829.210000008,9589,14370,16075,15794,15229,14881,4774,7376,7844,8478,7637,6845,4764,6994,8171,7316,7561,8036
645138.840562213,91.94,213,0.6200000000000045,2.8761301956524448,2770.066740121343,10475270.609999998,9810933.420000007,9934496.619999997,9919475.519999992,9985733.959999997,9874089.870000008,5532,11786,10580,10776,10115,11211,10983882.689999998,10894538.260000007,10907221.819999997,10910220.959999992,10915707.059999997,10904829.210000008,9589,14441,16075,15794,15229,14881,4774,7376,7844,8478,7637,6845,4764,6994,8171,7316,7561,8036
645232.840562213,92.03,203,0.6200000000000045,2.8702100914007525,2861.874118255335,10474350.309999997,9810933.420000007,9934496.619999997,9919475.519999992,9985733.959999997,9875010.17000001,5542,11786,10580,10776,10115,11201,10984380.569999997,10895599.000000007,10908174.019999998,10911190.799999991,10916617.409999996,10905838.200000009,9589,14441,16075,15794,15229,14891,4784,7376,7844,8478,7637,6855,4764,6994,8171,7316,7561,8036
645930.840562213,92.03,187,0.6200000000000045,2.862467252498501,3532.9703598816413,10472877.829999996,9810933.420000007,9934496.619999997,9920947.999999993,9985733.959999997,9875010.17000001,5558,11786,10580,10760,10115,11201,10984380.569999997,10895599.000000007,10908174.019999998,10911190.799999993,10916617.409999996,10905838.200000009,9589,14441,16075,15810,15229,14891,4800,7376,7844,8494,7637,6855,4764,6994,8171,7316,7561,8036
646762.840562213,92.03,206,1.9000000000000057,2.8532230826179177,4044.9079035831382,10470577.079999996,9810933.420000007,9934496.619999997,9923248.749999993,9985733.959999997,9875010.17000001,5583,11786,10580,10735,10115,11201,10984380.569999997,10895599.000000007,10908174.019999998,10911190.799999993,10916617.409999996,10905838.200000009,9589,14441,16075,15879,15229,14891,4825,7376,7844,8519,7637,6855,4764,6994,8171,7316,7561,8036
646889.840562213,92.03,273,1.9000000000000057,2.8427433471304333,4167.0679807764245,10470577.079999996,9810933.420000007,9934496.619999997,9923248.749999993,9985733.959999997,9875010.17000001,5583,11786,10580,10735,10115,11201,10984380.569999997,10895599.000000007,10908174.019999998,10911190.799999993,10916617.409999996,10905838.200000009,9589,14441,16142,15879,15229,14891,4825,7376,7844,8519,7637,6855,4764,6994,8171,7316,7561,8036
647217.840562213,91.75,251,1.9000000000000057,2.8623250256512014,4482.295622840407,10470577.079999996,9810933.420000007,9934496.619999997,9925267.249999993,9983715.459999997,9875010.17000001,5583,11786,10580,10713,10137,11201,10982817.329999996,10892298.920000007,10905211.619999997,10908184.999999993,10913785.209999997,10902701.92000001,9589,14441,16142,15879,15251,14891,4825,7376,7844,8541,7659,6855,4764,6994,8171,7316,7561,8036
648137.840562213,91.75,292,0.7199999999999989,2.8995340934680676,4680.621412584791,10470577.079999996,9808914.920000007,9934496.619999997,9927285.749999993,9983715.459999997,9875010.17000001,5583,11808,10580,10691,10137,11201,10982817.329999996,10892298.920000007,10905211.619999997,10908184.999999993,10913785.209999997,10902701.92000001,9589,14526,16142,15879,15251,14891,4825,7398,7844,8563,7659,6855,4764,6994,8171,7316,7561,8036
