Timestamp,Price,Book Size,Gap,Volatility,Queue Size,marketmaker Cash,testagent1 Cash,testagent2 Cash,testagent3 Cash,testagent4 Cash,testagent5 Cash,marketmaker Shares,testagent1 Shares,testagent2 Shares,testagent3 Shares,testagent4 Shares,testagent5 Shares,marketmaker Orders/Sent,testagent1 Orders/Sent,testagent2 Orders/Sent,testagent3 Orders/Sent,testagent4 Orders/Sent,testagent5 Orders/Sent,marketmaker Orders/Matched,testagent1 Orders/Matched,testagent2 Orders/Matched,testagent3 Orders/Matched,testagent4 Orders/Matched,testagent5 Orders/Matched,marketmaker Orders/Canceled,testagent1 Orders/Canceled,testagent2 Orders/Canceled,testagent3 Orders/Canceled,testagent4 Orders/Canceled,testagent5 Orders/Canceled
166.885575124269,100,11,-1,0.0,0.0,1000000000,10000000,10000000,10000000,10000000,10000000,100,10000,10000,10000,10000,10000,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
20000,100,111,-1,0.0,0,1000000000,10000000,10000000,10000000,10000000,10000000,100,10000,10000,10000,10000,10000,100,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
20001,100,211,0.009999999999990905,0.0,1,1000000000,10000000,10000000,10000000,10000000,10000000,100,10000,10000,10000,10000,10000,200,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
20002,100,212,0.0049999999999954525,0.0,2,1000000000,10000000,10000000,10000000,10000000,10000000,100,10000,10000,10000,10000,10000,201,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
20003,100.4,211,0.009999999999990905,0.16000000000000228,3,1000000000.0,10000000,10000000,10000000,10000000,10000000,100,10000,10000,10000,10000,10000,202,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0
20166.72604731533,100.405,205,0.009999999999990905,0.18974580949845196,0.0,1000000602.43,10000000,10000000,10000000,9999397.57,10000000,94,10000,10000,10000,10006,10000,202,0,0,0,6,11,8,0,0,0,6,0,0,0,0,0,0,0
20216.889446516318,100.405,181,0.009999999999990905,0.20167355360141487,0.0,1000003012.15,10000000,10000000,10000000,9999397.57,9997590.28,70,10000,10000,10000,10006,10024,202,0,0,0,6,35,32,0,0,0,6,24,0,0,0,0,0,0
20354.131821327035,100.405,247,0.009999999999990905,0.19981113531512407,0.0,1000003012.15,10000000,10000000,10000000,9999397.57,9997590.28,70,10000,10000,10000,10006,10024,202,0,0,0,83,35,32,0,0,0,6,24,0,0,0,0,0,11
20418.182653985736,100.405,185,0.6499999999999915,0.19559204994068746,0.5860858381529397,1000010040.5,10000000,9992971.65,10000000,9999397.57,9997590.28,0,10000,10070,10000,10006,10024,202,0,78,0,83,35,102,0,70,0,6,24,0,0,0,0,0,11
20437.210082407873,101.55,138,0.6499999999999915,0.44752405273658424,0.0,1000010040.5,10000000,9992971.65,10000000,10004170.42,9992817.43,0,10000,10070,10000,9959,10071,202,0,78,0,83,82,102,0,70,0,53,71,0,0,0,0,0,11
20585.905595333006,101.55,182,0.6499999999999915,0.547691519014124,0.0,1000010040.5,10000000,9992971.65,10000000,10004170.42,9992817.43,0,10000,10070,10000,9959,10071,202,0,78,44,83,82,102,0,70,0,53,71,0,0,0,0,0,11
20593.717193474626,101.55,240,0.6499999999999915,0.60144935141211,0.0,1000010040.5,10000000,9992971.65,10000000,10004170.42,9992817.43,0,10000,10070,10000,9959,10071,202,0,78,44,141,82,102,0,70,0,53,71,0,0,0,0,0,11
20618.521781002648,101.55,329,0.6499999999999915,0.6321524077836488,0.0,1000010040.5,10000000,9992971.65,10000000,10004170.42,9992817.43,0,10000,10070,10000,9959,10071,202,0,78,44,141,171,102,0,70,0,53,71,0,0,0,0,0,11
20627.933204757384,101.55,427,0.6499999999999915,0.6496193696648712,0.0,1000010040.5,10000000,9992971.65,10000000,10004170.42,9992817.43,0,10000,10070,10000,9959,10071,202,0,176,44,141,171,102,0,70,0,53,71,0,0,0,0,0,11
40002,101.55,328,0.6499999999999915,0.6159387595821137,2,1000010040.5,10000000,9992971.65,10000000,10004170.42,9992817.43,0,10000,10070,10000,9959,10071,203,0,176,44,141,171,102,0,70,0,53,71,100,0,0,0,0,11
40003,101.55,428,0.6499999999999915,0.564987094247881,3,1000010040.5,10000000,9992971.65,10000000,10004170.42,9992817.43,0,10000,10070,10000,9959,10071,303,0,176,44,141,171,102,0,70,0,53,71,100,0,0,0,0,11
60002,101.55,329,0.3499999999999943,0.0,2,1000010040.5,10000000,9992971.65,10000000,10004170.42,9992817.43,0,10000,10070,10000,9959,10071,304,0,176,44,141,171,102,0,70,0,53,71,200,0,0,0,0,11
60003,101.55,429,0.3499999999999943,0.0,3,1000010040.5,10000000,9992971.65,10000000,10004170.42,9992817.43,0,10000,10070,10000,9959,10071,404,0,176,44,141,171,102,0,70,0,53,71,200,0,0,0,0,11
80002,101.55,328,0.3499999999999943,0.0,2,1000009938.95,10000000,9992971.65,10000000,10004271.97,9992817.43,1,10000,10070,10000,9958,10071,405,0,176,44,141,171,103,0,70,0,54,71,300,0,0,0,0,11
80003,101.55,370,0.6749999999999972,0.0,3,1000006994.0,10000000,9992971.65,10000000,10007216.92,9992817.43,30,10000,10070,10000,9929,10071,505,0,176,44,141,171,132,0,70,0,83,71,300,0,0,0,0,11
80167.4545969672,101.595,317,0.6749999999999972,0.02121320343559723,0.0,1000001609.465,10005384.535,9992971.65,10000000,10007216.92,9992817.43,83,9947,10070,10000,9929,10071,505,53,176,44,141,171,185,53,70,0,83,71,300,0,0,0,0,11
80191.82656987442,101.595,269,0.6749999999999972,0.022500000000000853,0.0,1000001609.465,10005384.535,9992971.65,10000000,10007216.92,9992817.43,83,9947,10070,10000,9929,10071,505,71,176,44,141,171,185,53,70,0,83,71,300,0,8,0,58,11
80196.15902018671,101.595,361,0.6749999999999972,0.02204540768504944,0.0,1000001609.465,10005384.535,9992971.65,10000000,10007216.92,9992817.43,83,9947,10070,10000,9929,10071,505,71,176,136,141,171,185,53,70,0,83,71,300,0,8,0,58,11
80218.88572817722,101.595,290,0.34499999999999886,0.02121320343559723,0.0,1000001609.465,10005384.535,9992971.65,10000000,10007216.92,9992817.43,83,9947,10070,10000,9929,10071,505,71,176,136,203,171,185,53,70,0,83,71,300,0,8,44,58,100
80278.47029735088,101.595,276,0.2150000000000034,0.020328927815368922,0.0,1000001609.465,10005384.535,9992971.65,10000000,10007216.92,9992817.43,83,9947,10070,10000,9929,10071,505,71,176,136,203,255,185,53,70,0,83,71,300,0,106,44,58,100
80357.94531177887,101.595,296,0.2150000000000034,0.01948557158515061,0.0,1000001609.465,10005384.535,9992971.65,10000000,10007216.92,9992817.43,83,9947,10070,10000,9929,10071,505,71,196,136,203,255,185,53,70,0,83,71,300,0,106,44,58,100
80362.7713164282,101.595,305,0.2150000000000034,0.018708286933870416,0.0,1000001609.465,10005384.535,9992971.65,10000000,10007216.92,9992817.43,83,9947,10070,10000,9929,10071,505,71,196,145,203,255,185,53,70,0,83,71,300,0,106,44,58,100
80365.46006840284,101.595,338,0.36999999999999034,0.018000000000000682,0.0,999999780.755,10007213.245000001,9992971.65,10000000,10007216.92,9992817.43,101,9929,10070,10000,9929,10071,505,140,196,145,203,255,203,71,70,0,83,71,300,0,106,44,58,100
80385.75223353624,101.57,333,0.36999999999999034,0.017768018441539267,0.0,999999780.755,10007721.095,9992971.65,10000000,10006709.07,9992817.43,101,9924,10070,10000,9934,10071,505,140,196,145,208,255,203,76,70,0,88,71,300,0,106,44,58,100
80526.42236291135,101.57,321,0.36999999999999034,0.017480147469503788,0.0,999999780.755,10008939.935,9992971.65,10000000,10006709.07,9991598.59,101,9912,10070,10000,9934,10083,505,140,196,145,208,267,203,88,70,0,88,83,300,0,106,44,58,100
80539.130987259,101.57,403,0.36999999999999034,0.017166087388017892,0.0,999999780.755,10008939.935,9992971.65,10000000,10006709.07,9991598.59,101,9912,10070,10000,9934,10083,505,140,196,227,208,267,203,88,70,0,88,83,300,0,106,44,58,100
80605.21690260097,101.57,435,0.36999999999999034,0.016842608746503836,0.0,999999780.755,10008939.935,9992971.65,10000000,10006709.07,9991598.59,101,9912,10070,10000,9934,10083,505,140,196,227,208,299,203,88,70,0,88,83,300,0,106,44,58,100
80612.34981928564,101.57,519,0.36999999999999034,0.016519348924486803,0.0,999999780.755,10008939.935,9992971.65,10000000,10006709.07,9991598.59,101,9912,10070,10000,9934,10083,505,140,196,311,208,299,203,88,70,0,88,83,300,0,106,44,58,100
80718.27123407926,101.57,443,0.36999999999999034,0.016201851746021362,0.0,999999780.755,10008939.935,9992971.65,10000000,10006709.07,9991598.59,101,9912,10070,10000,9934,10083,505,140,196,311,208,315,203,88,70,0,88,83,300,0,106,136,58,100
100002,101.57,362,0.36999999999999034,0.01589324245424446,2,999999679.185,10009041.505,9992971.65,10000000,10006709.07,9991598.59,102,9911,10070,10000,9934,10083,506,140,196,311,208,315,204,89,70,0,88,83,300,18,106,136,120,100
100003,101.57,363,0.36999999999999034,0.014336538361124473,3,999999679.185,10009041.505,9992971.65,10000000,10006709.07,9991598.59,102,9911,10070,10000,9934,10083,507,140,196,311,208,315,204,89,70,0,88,83,300,18,106,136,120,100
100004,101.81,263,0.6099999999999994,0.05488585197849322,4,999989506.105,10012393.315000001,9992971.65,10000000,10006709.07,9998419.86,202,9878,10070,10000,9934,10016,607,140,196,311,208,315,304,122,70,0,88,150,300,18,106,136,120,100
100005,101.81,363,0.6099999999999994,0.0724611432696929,5,999989506.105,10012393.315000001,9992971.65,10000000,10006709.07,9998419.86,202,9878,10070,10000,9934,10016,707,140,196,311,208,315,304,122,70,0,88,150,300,18,106,136,120,100
100197.45018916848,101.81,235,0.12000000000000455,0.09058781564730733,3.776615080423653,999989506.105,10012393.315000001,9992971.65,10000000,10006709.07,9998419.86,202,9878,10070,10000,9934,10016,707,140,196,311,208,339,304,122,70,0,88,150,300,18,126,220,120,148
100203.45018916848,102.0,190,0.0049999999999954525,0.12489995996797057,5.976912611164153,999989608.105,10012393.315000001,9992971.65,9998167.23,10006709.07,10000150.629999999,201,9878,10070,10018,9934,9999,707,140,196,384,208,339,305,122,70,18,88,167,300,18,126,302,120,148
100217.17296323003,102.0,244,0.0049999999999954525,0.14610186916271892,3.644745497920667,999989608.105,10012393.315000001,9992971.65,9998167.23,10006709.07,10000150.629999999,201,9878,10070,10018,9934,9999,707,140,196,384,271,339,305,122,70,18,88,167,300,18,126,311,120,148
100229.17296323003,102.0,306,0.0049999999999954525,0.1637513547206262,6.254875870610704,999989608.105,10012393.315000001,9992971.65,9998167.23,10006709.07,10000150.629999999,201,9878,10070,10018,9934,9999,707,140,258,384,271,339,305,122,70,18,88,167,300,18,126,311,120,148
100397.76094948716,101.69,248,0.3149999999999977,0.17275823616622865,0.416003579608514,999989608.105,10018308.385000002,9992971.65,9992557.23,10006709.07,9999845.559999999,201,9820,10070,10073,9934,10002,707,198,258,384,271,339,305,180,70,73,88,170,300,18,126,311,120,148
100408.44538190113,101.69,314,0.3149999999999977,0.16709278859364657,0.0,999989608.105,10018308.385000002,9992971.65,9992557.23,10006709.07,9999845.559999999,201,9820,10070,10073,9934,10002,707,198,324,384,271,339,305,180,70,73,88,170,300,18,126,311,120,148
100436.16739022514,102.005,239,0.3149999999999977,0.17588142978652108,0.0,999997258.48,10018308.385000002,9992971.65,9992557.23,9999058.695,9999845.559999999,126,9820,10070,10073,10009,10002,707,198,324,384,346,339,380,180,70,73,163,170,300,18,126,311,120,148
100549.57170535604,102.005,285,0.3149999999999977,0.1799611069092451,0.0,999997258.48,10018308.385000002,9992971.65,9992557.23,9999058.695,9999845.559999999,126,9820,10070,10073,10009,10002,707,198,370,384,346,339,380,180,70,73,163,170,300,18,126,311,120,148
100582.86855511444,100.8,325,0.45000000000000284,0.2939487359642846,0.0,999997056.48,10018308.385000002,9992971.65,9992557.23,9999058.695,10000047.559999999,128,9820,10070,10073,10009,10000,707,198,370,384,346,425,382,180,70,73,163,214,300,18,126,311,120,148
100588.48822858765,100.8,417,0.45000000000000284,0.3575819890496923,1.3544507209880976,999997056.48,10018308.385000002,9992971.65,9992557.23,9999058.695,10000047.559999999,128,9820,10070,10073,10009,10000,707,290,370,384,346,425,382,180,70,73,163,214,300,18,126,311,120,148
100600.95065882799,100.65,376,0.45000000000000284,0.417848324421939,0.9957281926763244,999997056.48,10018308.385000002,9988845.0,9992557.23,9999058.695,10004174.209999999,128,9820,10111,10073,10009,9959,707,290,411,384,346,425,382,180,111,73,163,255,300,18,126,311,120,148
100612.95065882799,100.65,385,0.20999999999999375,0.48563927119838934,2.648111841888749,999997056.48,10018308.385000002,9988845.0,9992557.23,9999058.695,10004174.209999999,128,9820,10111,10073,10009,9959,707,290,411,384,346,434,382,180,111,73,163,255,300,18,126,311,120,148
100738.50507902412,102.005,288,1.8049999999999926,0.49709589141282823,0.7961463229148649,999997464.5,10018308.385000002,9985318.99,9992557.23,9999058.695,10007292.2,124,9820,10146,10073,10009,9928,707,290,446,384,346,434,386,180,146,73,163,286,300,18,188,311,120,148
100751.86252978342,102.005,304,1.3699999999999903,0.492788425288951,1.469145191818825,999997464.5,10018308.385000002,9985318.99,9992557.23,9999058.695,10007292.2,124,9820,10146,10073,10009,9928,707,290,446,384,346,450,386,180,146,73,163,286,300,18,188,311,120,148
100755.22168607828,101.57,323,0.17499999999999716,0.47970472219753446,0.0,999997464.5,10018308.385000002,9985318.99,9990932.110000001,9999058.695,10008917.319999998,124,9820,10146,10089,10009,9912,707,290,446,435,346,450,386,180,146,89,163,302,300,18,188,311,120,148
100769.22168607828,101.57,361,0.17499999999999716,0.46761068208499995,7.242443199298577,999997464.5,10018308.385000002,9985318.99,9990932.110000001,9999058.695,10008917.319999998,124,9820,10146,10089,10009,9912,707,290,446,435,384,450,386,180,146,89,163,302,300,18,188,311,120,148
100772.22168607828,101.83,348,0.17499999999999716,0.45895103706361495,7.999648534780135,999997464.5,10018308.385000002,9985318.99,9989608.320000002,9999058.695,10010241.109999998,124,9820,10146,10102,10009,9899,707,290,446,435,384,463,386,180,146,102,163,315,300,18,188,311,120,148
100781.22168607828,101.1,246,0.04999999999999716,0.46087995245889307,9.595999072276754,999997464.5,10018308.385000002,9985318.99,9987368.060000002,10001298.955,10010241.109999998,124,9820,10146,10124,9987,9899,707,290,446,435,465,463,386,180,146,124,261,315,300,18,188,311,183,148
100814.22168607828,102.005,216,1.8049999999999926,0.4586943127942521,21.916882064804668,999998382.545,10015285.090000002,9985318.99,9987368.060000002,10003404.205,10010241.109999998,115,9850,10146,10124,9966,9899,707,320,446,435,465,463,395,210,146,124,282,315,300,18,188,311,183,148
