Timestamp,Price,Book Size,Gap,Volatility,Queue Size,Cash/testagent1,Cash/testagent2,Cash/testagent3,Cash/testagent4,Cash/testagent5,Shares/testagent1,Shares/testagent2,Shares/testagent3,Shares/testagent4,Shares/testagent5,Net Worth/testagent1,Net Worth/testagent2,Net Worth/testagent3,Net Worth/testagent4,Net Worth/testagent5,testagent1 Orders/Sent,testagent2 Orders/Sent,testagent3 Orders/Sent,testagent4 Orders/Sent,testagent5 Orders/Sent,testagent1 Orders/Matched,testagent2 Orders/Matched,testagent3 Orders/Matched,testagent4 Orders/Matched,testagent5 Orders/Matched,testagent1 Orders/Canceled,testagent2 Orders/Canceled,testagent3 Orders/Canceled,testagent4 Orders/Canceled,testagent5 Orders/Canceled
205.31499588055385,100,73,-1,0.0,0.0,10000000,10000000,10000000,10000000,10000000,10000,10000,10000,10000,10000,11000000,11000000,11000000,11000000,11000000,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403.8398892539153,99.93,20,-1,0.03499999999999659,0.0,10005296.29,10000000,10000000,9994703.71,10000000,9947,10000,10000,10053,10000,10999300.0,10999300.0,10999300.0,10999300.0,10999300.0,73,0,0,53,0,53,0,0,53,0,0,0,0,0,0
417.59245844979796,99.93,23,0.060000000000002274,0.032998316455369006,0.0,10005296.29,10000000,10000000,9994703.71,10000000,9947,10000,10000,10053,10000,10999300.0,10999300.0,10999300.0,10999300.0,10999300.0,76,0,0,53,0,53,0,0,53,0,0,0,0,0,0
444.10949789689556,99.87,58,-1,0.046029881598803196,0.0,10004996.68,10000299.61,10000000,9994703.71,10000000,9950,9997,10000,10053,10000,10998703.18,10998700.0,10998700.0,10998696.82,10998700.0,76,41,0,53,0,56,3,0,53,0,0,0,0,0,0
574.1030597047476,99.87,138,-1,0.04816637831516786,0.0,10004996.68,10000299.61,10000000,9994703.71,10000000,9950,9997,10000,10053,10000,10998703.18,10998700.0,10998700.0,10998696.82,10998700.0,156,41,0,53,0,56,3,0,53,0,0,0,0,0,0
588.0518487778996,99.87,165,-1,0.047755162606313566,0.0,10004996.68,10000299.61,10000000,9994703.71,10000000,9950,9997,10000,10053,10000,10998703.18,10998700.0,10998700.0,10998696.82,10998700.0,156,41,27,53,0,56,3,0,53,0,0,0,0,0,0
677.8599941161847,99.99,90,-1,0.05202040416009199,0.0,10006995.28,10004082.51,10001699.83,9994703.71,9992518.67,9930,9959,9983,10053,10075,10999895.979999999,10999882.92,10999900.0,10999903.180000002,10999917.92,156,41,27,53,75,76,41,17,53,75,0,0,0,0,0
840.8518225014451,99.99,163,0.7099999999999937,0.05348773223833327,0.0,10006995.28,10004082.51,10001699.83,9994703.71,9992518.67,9930,9959,9983,10053,10075,10999895.979999999,10999882.92,10999900.0,10999903.180000002,10999917.92,156,41,27,126,75,76,41,17,53,75,0,0,0,0,0
861.2922563232909,99.99,184,0.04999999999999716,0.05370242654930542,0.0,10006995.28,10004082.51,10001699.83,9994703.71,9992518.67,9930,9959,9983,10053,10075,10999895.979999999,10999882.92,10999900.0,10999903.180000002,10999917.92,156,41,48,126,75,76,41,17,53,75,0,0,0,0,0
864.5142355777967,99.94,240,0.5499999999999972,0.05095095681142438,0.0,10006995.28,10004082.51,9999601.09,9994703.71,9994617.41,9930,9959,10004,10053,10054,10999399.479999999,10999384.969999999,10999400.85,10999400.530000001,10999414.17,156,41,48,126,173,76,41,38,53,96,0,0,0,0,0
