Timestamp,Price,Book Size,Gap,Volatility,Queue Size,Cash/testagent1,Cash/testagent2,Cash/testagent3,Cash/testagent4,Cash/testagent5,Shares/testagent1,Shares/testagent2,Shares/testagent3,Shares/testagent4,Shares/testagent5,Net Worth/testagent1,Net Worth/testagent2,Net Worth/testagent3,Net Worth/testagent4,Net Worth/testagent5,testagent1 Orders/Sent,testagent2 Orders/Sent,testagent3 Orders/Sent,testagent4 Orders/Sent,testagent5 Orders/Sent,testagent1 Orders/Matched,testagent2 Orders/Matched,testagent3 Orders/Matched,testagent4 Orders/Matched,testagent5 Orders/Matched,testagent1 Orders/Canceled,testagent2 Orders/Canceled,testagent3 Orders/Canceled,testagent4 Orders/Canceled,testagent5 Orders/Canceled
203.36175996995132,100,56,-1,0.0,0.0,10000000,10000000,10000000,10000000,10000000,10000,10000,10000,10000,10000,11000000,11000000,11000000,11000000,11000000,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0
397.1131880494852,100,71,0.6199999999999903,0.0,0.0,10000000,10000000,10000000,10000000,10000000,10000,10000,10000,10000,10000,11000000,11000000,11000000,11000000,11000000,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0
419.5280952269418,100,111,0.6199999999999903,0.0,0.0,10000000,10000000,10000000,10000000,10000000,10000,10000,10000,10000,10000,11000000,11000000,11000000,11000000,11000000,0,0,40,0,71,0,0,0,0,0,0,0,0,0,0
607.7300131439295,100,145,0.4299999999999926,0.0,0.0,10000000,10000000,10000000,10000000,10000000,10000,10000,10000,10000,10000,11000000,11000000,11000000,11000000,11000000,34,0,40,0,71,0,0,0,0,0,0,0,0,0,0
613.5018617500712,100,218,0.4299999999999926,0.0,0.0,10000000,10000000,10000000,10000000,10000000,10000,10000,10000,10000,10000,11000000,11000000,11000000,11000000,11000000,34,0,40,0,144,0,0,0,0,0,0,0,0,0,0
614.8482690398291,100,274,0.3199999999999932,0.0,0.0,10000000,10000000,10000000,10000000,10000000,10000,10000,10000,10000,10000,11000000,11000000,11000000,11000000,11000000,34,56,40,0,144,0,0,0,0,0,0,0,0,0,0
795.1309984251099,100,303,0.3199999999999932,0.0,0.0,10000000,10000000,10000000,10000000,10000000,10000,10000,10000,10000,10000,11000000,11000000,11000000,11000000,11000000,34,56,40,29,144,0,0,0,0,0,0,0,0,0,0
799.9477357942349,100,392,0.3199999999999932,0.0,0.0,10000000,10000000,10000000,10000000,10000000,10000,10000,10000,10000,10000,11000000,11000000,11000000,11000000,11000000,34,56,40,29,233,0,0,0,0,0,0,0,0,0,0
821.3802717846229,100,383,0.3199999999999932,0.0,0.0,10000000,10000000,10000000,10000000,10000000,10000,10000,10000,10000,10000,11000000,11000000,11000000,11000000,11000000,81,56,40,29,233,0,0,0,0,0,0,0,0,0,56
1188.8473935061018,100,377,0.3199999999999932,0.0,0.0,10000000,10000000,10000000,10000000,10000000,10000,10000,10000,10000,10000,11000000,11000000,11000000,11000000,11000000,130,56,40,29,233,0,0,0,0,0,0,0,40,0,71
1210.5877707840432,100,404,0.6700000000000017,0.0,0.0,10000000,10000000,10000000,10000000,10000000,10000,10000,10000,10000,10000,11000000,11000000,11000000,11000000,11000000,130,139,40,29,233,0,0,0,0,0,0,56,40,0,71
1248.2573123371026,99.9,255,-1,0.027638539919626764,0.0,10000000,10001298.7,10000000,9998701.3,10000000,10000,9987,10000,10013,10000,10999000.0,10999000.0,10999000.0,10999000.0,10999000.0,130,139,40,71,233,0,13,0,71,0,34,56,40,0,144
1450.432188257378,99.9,127,-1,0.036080121229408936,0.0,10000000,10001298.7,10000000,9998701.3,10000000,10000,9987,10000,10013,10000,10999000.0,10999000.0,10999000.0,10999000.0,10999000.0,130,139,40,71,241,0,13,0,71,0,81,56,40,0,233
1687.7313932294223,99.9,213,-1,0.041032590332412154,0.0,10000000,10001298.7,10000000,9998701.3,10000000,10000,9987,10000,10013,10000,10999000.0,10999000.0,10999000.0,10999000.0,10999000.0,130,225,40,71,241,0,13,0,71,0,81,56,40,0,233
1715.4228272308019,99.9,277,-1,0.04422166387140281,0.0,10000000,10001298.7,10000000,9998701.3,10000000,10000,9987,10000,10013,10000,10999000.0,10999000.0,10999000.0,10999000.0,10999000.0,194,225,40,71,241,0,13,0,71,0,81,56,40,0,233
1734.5910429096652,98.53,259,-1,0.35198932423441465,0.07647012119173269,10001773.54,10001298.7,10000000,9998701.3,9998226.46,9982,9987,10000,10013,10018,10985300.0,10985317.809999999,10985300.0,10985282.190000001,10985300.0,194,225,40,71,259,18,13,0,71,18,81,56,40,0,233
1872.073653911782,98.53,334,-1,0.4668787621499962,0.0,10001773.54,10001298.7,10000000,9998701.3,9998226.46,9982,9987,10000,10013,10018,10985300.0,10985317.809999999,10985300.0,10985282.190000001,10985300.0,194,300,40,71,259,18,13,0,71,18,81,56,40,0,233
1966.5060640518602,98.53,226,-1,0.5394112588487928,0.0,10001773.54,10001298.7,10000000,9998701.3,9998226.46,9982,9987,10000,10013,10018,10985300.0,10985317.809999999,10985300.0,10985282.190000001,10985300.0,194,300,40,71,270,18,13,0,71,18,130,126,40,0,233
2200.508385421098,98.53,224,-1,0.589732086220519,0.0,10001773.54,10001298.7,10000000,9998701.3,9998226.46,9982,9987,10000,10013,10018,10985300.0,10985317.809999999,10985300.0,10985282.190000001,10985300.0,194,384,40,71,270,18,13,0,71,18,130,212,40,0,233
2458.071440658,98.53,243,0.8100000000000023,0.6261539347476784,0.0,10001773.54,10001298.7,10000000,9998701.3,9998226.46,9982,9987,10000,10013,10018,10985300.0,10985317.809999999,10985300.0,10985282.190000001,10985300.0,221,384,40,71,270,18,13,0,71,18,130,212,40,0,241
2468.623876694899,98.53,140,1.230000000000004,0.6531017915404757,0.0,10001773.54,10001298.7,10000000,9998701.3,9998226.46,9982,9987,10000,10013,10018,10985300.0,10985317.809999999,10985300.0,10985282.190000001,10985300.0,221,384,40,71,288,18,13,0,71,18,176,287,40,0,241
2493.509817581743,98.53,163,1.230000000000004,0.6732530193762026,0.0,10001773.54,10001298.7,10000000,9998701.3,9998226.46,9982,9987,10000,10013,10018,10985300.0,10985317.809999999,10985300.0,10985282.190000001,10985300.0,221,384,40,94,288,18,13,0,71,18,176,287,40,0,241
2673.710491271519,97.72,145,0.060000000000002274,0.7532753935484156,0.0,9999135.1,10001298.7,10000000,10001339.74,9998226.46,10009,9987,10000,9986,10018,10977214.58,10977228.34,10977200.0,10977171.66,10977185.420000002,221,384,40,141,288,45,13,0,98,18,176,287,40,0,252
2840.997609001642,97.29,113,1.7299999999999898,0.8530468269027723,0.0,9999135.1,10001298.7,10000000,10001339.74,9998226.46,10009,9987,10000,9986,10018,10972910.709999999,10972933.93,10972900.0,10972877.68,10972877.680000002,221,384,40,233,288,45,13,0,138,18,176,371,40,0,252
2865.214966656707,98.48,77,1.7299999999999898,0.8528915523089671,0.9476784267185394,10002680.379999999,10001298.7,10000000,9997794.46,9998226.46,9973,9987,10000,10022,10018,10984821.419999998,10984818.459999999,10984800.0,10984761.020000001,10984799.100000001,257,384,40,233,288,81,13,0,174,18,176,371,40,0,252
2885.206996688593,98.48,94,0.09999999999999432,0.8514964203366643,0.0,10002680.379999999,10001298.7,10000000,9997794.46,9998226.46,9973,9987,10000,10022,10018,10984821.419999998,10984818.459999999,10984800.0,10984761.020000001,10984799.100000001,257,401,40,233,288,81,13,0,174,18,176,371,40,0,252
3044.229843567365,98.48,65,0.09999999999999432,0.8491280123422537,0.6943214179859751,10002680.379999999,10001298.7,10000000,9997203.58,9998817.340000002,9973,9987,10000,10028,10012,10984821.419999998,10984818.459999999,10984800.0,10984761.02,10984799.100000001,257,401,40,233,294,81,13,0,180,24,176,371,40,23,252
3058.7121194345914,98.58,121,-1,0.8430565744688203,0.8572124253710172,10002680.379999999,10002974.559999999,10000000,9995527.72,9998817.340000002,9973,9970,10000,10045,10012,10985818.719999999,10985817.159999998,10985800.0,10985763.82,10985800.3,257,401,40,323,294,81,30,0,197,24,176,371,40,23,252
3088.2939922093865,98.58,108,-1,0.836748704670723,0.0,10002680.379999999,10002974.559999999,10000000,9995527.72,9998817.340000002,9973,9970,10000,10045,10012,10985818.719999999,10985817.159999998,10985800.0,10985763.82,10985800.3,257,406,40,323,294,81,30,0,197,24,176,371,40,23,270
3203.1947308257677,99.34,103,-1,0.8230461037444308,0.0,10003177.079999998,10002477.86,10000000,9995527.72,9998817.340000002,9968,9975,10000,10045,10012,10993398.199999997,10993394.36,10993400.0,10993398.020000001,10993409.420000002,262,406,40,323,294,86,35,0,197,24,176,371,40,23,270
3226.310429506081,99.34,186,0.1600000000000108,0.809994797069658,0.0,10003177.079999998,10002477.86,10000000,9995527.72,9998817.340000002,9968,9975,10000,10045,10012,10993398.199999997,10993394.36,10993400.0,10993398.020000001,10993409.420000002,262,489,40,323,294,86,35,0,197,24,176,371,40,23,270
3241.735264904133,98.99,180,0.1600000000000108,0.7981809764043176,0.0,10003771.019999998,10002477.86,10000000,9994933.780000001,9998817.340000002,9962,9975,10000,10051,10012,10989909.399999999,10989903.11,10989900.0,10989882.270000001,10989905.220000003,268,489,40,323,294,92,35,0,203,24,176,371,40,23,270
3250.453265716753,98.99,213,0.1600000000000108,0.7868654322361082,0.0,10003771.019999998,10002477.86,10000000,9994933.780000001,9998817.340000002,9962,9975,10000,10051,10012,10989909.399999999,10989903.11,10989900.0,10989882.270000001,10989905.220000003,268,489,73,323,294,92,35,0,203,24,176,371,40,23,270
3278.937460755479,98.99,223,0.1600000000000108,0.7760144047641022,0.0,10003771.019999998,10002477.86,10000000,9994933.780000001,9998817.340000002,9962,9975,10000,10051,10012,10989909.399999999,10989903.11,10989900.0,10989882.270000001,10989905.220000003,268,489,73,333,294,92,35,0,203,24,176,371,40,23,270
