Timestamp,Price,Book Size,Gap,Volatility,Queue Size,Cash/testagent1,Cash/testagent2,Cash/testagent3,Cash/testagent4,Cash/testagent5,Shares/testagent1,Shares/testagent2,Shares/testagent3,Shares/testagent4,Shares/testagent5,Net Worth/testagent1,Net Worth/testagent2,Net Worth/testagent3,Net Worth/testagent4,Net Worth/testagent5,testagent1 Orders/Sent,testagent2 Orders/Sent,testagent3 Orders/Sent,testagent4 Orders/Sent,testagent5 Orders/Sent,testagent1 Orders/Matched,testagent2 Orders/Matched,testagent3 Orders/Matched,testagent4 Orders/Matched,testagent5 Orders/Matched,testagent1 Orders/Canceled,testagent2 Orders/Canceled,testagent3 Orders/Canceled,testagent4 Orders/Canceled,testagent5 Orders/Canceled
144.255987794481,100,69,-1,0.0,0.0,10000000,10000000,10000000,10000000,10000000,10000,10000,10000,10000,10000,11000000,11000000,11000000,11000000,11000000,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167.03053096609727,99.75,17,-1,0.125,0.0,10005187.0,10000000,9994813.0,10000000,10000000,9948,10000,10052,10000,10000,10997500.0,10997500.0,10997500.0,10997500.0,10997500.0,69,0,52,0,0,52,0,52,0,0,0,0,0,0,0
333.39222231139,99.75,35,-1,0.11785113019775792,0.0,10005187.0,10000000,9994813.0,10000000,10000000,9948,10000,10052,10000,10000,10997500.0,10997500.0,10997500.0,10997500.0,10997500.0,69,0,52,0,18,52,0,52,0,0,0,0,0,0,0
394.563512610001,98.59,17,-1,0.5479678366473697,0.0,10005187.0,9998225.38,9994813.0,10000000,10001774.62,9948,10018,10052,10000,9982,10985960.32,10985900.0,10985839.68,10985900.0,10985900.0,69,18,52,0,18,52,18,52,0,18,0,0,0,0,0
588.3029435549527,98.59,71,-1,0.6159090841999312,0.0,10005187.0,9998225.38,9994813.0,10000000,10001774.62,9948,10018,10052,10000,9982,10985960.32,10985900.0,10985839.68,10985900.0,10985900.0,69,18,52,0,72,52,18,52,0,18,0,0,0,0,0
743.7269811797403,98.59,55,-1,0.6272271429784323,0.0,10005187.0,9998225.38,9994813.0,10000000,10001774.62,9948,10018,10052,10000,9982,10985960.32,10985900.0,10985839.68,10985900.0,10985900.0,69,18,53,0,72,52,18,52,0,18,17,0,0,0,0
755.6031549415312,98.59,141,1.3599999999999994,0.6201086145809853,0.0,10005187.0,9998225.38,9994813.0,10000000,10001774.62,9948,10018,10052,10000,9982,10985960.32,10985900.0,10985839.68,10985900.0,10985900.0,155,18,53,0,72,52,18,52,0,18,17,0,0,0,0
947.326342920118,98.22,125,0.8599999999999994,0.6523994175349935,0.0,10005187.0,9998225.38,9994813.0,10000000,10001774.62,9948,10018,10052,10000,9982,10982279.56,10982193.34,10982120.44,10982200.0,10982206.66,155,18,53,0,164,52,18,52,0,126,17,0,0,0,0
954.6201980860719,99.16,159,-1,0.6168918507773906,0.0,10005087.84,9998225.38,9994912.16,10000000,10001774.62,9949,10018,10051,10000,9982,10991630.68,10991610.260000002,10991569.32,10991600.0,10991589.739999998,191,18,53,0,164,53,18,53,0,126,17,0,0,0,0
996.6437258127928,99.16,201,-1,0.5866003750424975,0.0,10005087.84,9998225.38,9994912.16,10000000,10001774.62,9949,10018,10051,10000,9982,10991630.68,10991610.260000002,10991569.32,10991600.0,10991589.739999998,191,18,53,42,164,53,18,53,0,126,17,0,0,0,0
1133.8737248191267,99.16,259,-1,0.5603644032795166,0.0,10005087.84,9998225.38,9994912.16,10000000,10001774.62,9949,10018,10051,10000,9982,10991630.68,10991610.260000002,10991569.32,10991600.0,10991589.739999998,249,18,53,42,164,53,18,53,0,126,17,0,0,0,0
1139.3769643098249,99.45,199,-1,0.5477295307803733,0.0,9999091.84,9998225.38,10000908.16,10000000,10001774.62,10009,10018,9991,10000,9982,10994486.89,10994515.48,10994513.11,10994500.0,10994484.52,249,18,113,42,164,113,18,113,0,126,17,0,0,0,0
1152.8654360769272,99.45,244,-1,0.5351944843649585,0.0,9999091.84,9998225.38,10000908.16,10000000,10001774.62,10009,10018,9991,10000,9982,10994486.89,10994515.48,10994513.11,10994500.0,10994484.52,249,18,113,87,164,113,18,113,0,126,17,0,0,0,0
1163.1198460877144,99.45,226,0.030000000000001137,0.5230078822522263,0.0,9995809.99,10001507.23,10000908.16,10000000,10001774.62,10042,9985,9991,10000,9982,10994486.89,10994515.48,10994513.11,10994500.0,10994484.52,249,66,113,87,164,146,51,113,0,126,17,0,0,0,0
1306.6781943679475,98.58,256,-1,0.5239906699763097,0.027674228072555707,9994331.290000001,10002985.93,10000908.16,10000000,10001774.62,10057,9970,9991,10000,9982,10985750.350000001,10985828.53,10985820.94,10985800.0,10985800.18,309,66,113,87,164,161,66,113,0,126,17,0,0,0,0
1340.7331136775351,98.58,227,-1,0.5226939681831041,0.0,9994331.290000001,10002985.93,10000908.16,10000000,10001774.62,10057,9970,9991,10000,9982,10985750.350000001,10985828.53,10985820.94,10985800.0,10985800.18,366,66,113,87,164,161,66,113,0,126,103,0,0,0,0
1362.2873166376269,98.58,319,0.28999999999999204,0.5198668980570907,0.09241868050798985,9994331.290000001,10002985.93,10000908.16,10000000,10001774.62,10057,9970,9991,10000,9982,10985750.350000001,10985828.53,10985820.94,10985800.0,10985800.18,366,158,113,87,164,161,66,113,0,126,103,0,0,0,0
1375.1950444723784,98.58,324,0.06999999999999318,0.5160082423497124,0.0,9994331.290000001,10002985.93,10000908.16,10000000,10001774.62,10057,9970,9991,10000,9982,10985750.350000001,10985828.53,10985820.94,10985800.0,10985800.18,366,158,118,87,164,161,66,113,0,126,103,0,0,0,0
1389.7923263036805,100.58,354,0.1700000000000017,0.6121435024485904,0.0,9994331.290000001,10002985.93,10000908.16,10000000,10001774.62,10057,9970,9991,10000,9982,11005864.350000001,11005768.53,11005802.94,11005800.0,11005764.18,366,158,158,87,164,161,66,123,0,126,103,0,0,0,0
1394.311421256779,100.58,420,0.1700000000000017,0.6787449815652411,0.0,9994331.290000001,10002985.93,10000908.16,10000000,10001774.62,10057,9970,9991,10000,9982,11005864.350000001,11005768.53,11005802.94,11005800.0,11005764.18,432,158,158,87,164,161,66,123,0,126,103,0,0,0,0
1482.645301746047,100.51,383,0.28999999999999204,0.7212841282399008,0.0,9994130.270000001,10002985.93,10001109.18,10000000,10001774.62,10059,9970,9989,10000,9982,11005160.360000001,11005070.629999999,11005103.57,11005100.0,11005065.44,432,158,195,87,164,163,66,195,0,126,103,0,0,0,0
1564.6735251610844,100.51,306,0.28999999999999204,0.7532070550443588,0.0,9994130.270000001,10002985.93,10001109.18,10000000,10001774.62,10059,9970,9989,10000,9982,11005160.360000001,11005070.629999999,11005103.57,11005100.0,11005065.44,432,158,195,90,164,163,66,195,0,126,103,0,0,42,38
1650.415703091128,100.51,374,0.28999999999999204,0.7774418814400305,0.0,9994130.270000001,10002985.93,10001109.18,10000000,10001774.62,10059,9970,9989,10000,9982,11005160.360000001,11005070.629999999,11005103.57,11005100.0,11005065.44,432,158,195,158,164,163,66,195,0,126,103,0,0,42,38
1658.1858029396767,100.51,403,0.01999999999999602,0.7959191707635207,0.0,9994130.270000001,10002985.93,10001109.18,10000000,10001774.62,10059,9970,9989,10000,9982,11005160.360000001,11005070.629999999,11005103.57,11005100.0,11005065.44,432,158,195,158,238,163,66,195,0,126,103,0,0,87,38
1666.3768251710394,100.78,354,0.01999999999999602,0.8258507371190036,0.0,9994130.270000001,10007924.15,10001109.18,10000000,9996836.399999999,10059,9921,9989,10000,10031,11007876.290000001,11007762.530000001,11007800.6,11007800.0,11007760.579999998,432,207,195,158,238,163,115,195,0,175,103,0,0,87,38
1669.3295293385859,100.78,409,0.01999999999999602,0.8493367582967808,0.0,9994130.270000001,10007924.15,10001109.18,10000000,9996836.399999999,10059,9921,9989,10000,10031,11007876.290000001,11007762.530000001,11007800.6,11007800.0,11007760.579999998,432,207,195,158,293,163,115,195,0,175,103,0,0,87,38
1699.490357581216,100.51,370,0.28999999999999204,0.8550235639586524,0.3761516079539433,9996649.770000001,10007924.15,10001109.18,10000000,9994316.899999999,10034,9921,9989,10000,10056,11005167.110000001,11005083.860000001,11005103.57,11005100.0,11005045.459999999,471,207,195,158,293,216,115,195,0,200,103,0,0,87,38
1738.5681952751331,100.51,359,0.28999999999999204,0.8588116938597227,0.0,9995544.160000002,10007924.15,10001109.18,10001105.61,9994316.899999999,10045,9921,9989,9989,10056,11005167.110000001,11005083.860000001,11005103.57,11005100.0,11005045.459999999,471,207,195,169,293,227,115,195,11,200,103,0,0,87,38
1893.4047787006623,100.51,291,1.289999999999992,0.8610639659100972,5.091742540913174,9995544.160000002,10007924.15,10001109.18,10001105.61,9994316.899999999,10045,9921,9989,9989,10056,11005167.110000001,11005083.860000001,11005103.57,11005100.0,11005045.459999999,471,207,195,169,300,227,115,195,11,200,178,0,0,87,38
1894.4047787006623,100.47,277,0.3299999999999983,0.8607405726078765,5.790503844570367,9995544.160000002,10009330.73,10001109.18,9999699.03,9994316.899999999,10045,9907,9989,10003,10056,11004765.310000002,11004687.02,11004704.01,11004700.44,11004643.219999999,471,221,195,169,300,227,129,195,25,200,178,0,0,87,38
1899.4047787006623,100.47,200,-1,0.8595610282524005,7.725602326805756,9995544.160000002,10009330.73,10001109.18,9999699.03,9994316.899999999,10045,9907,9989,10003,10056,11004765.310000002,11004687.02,11004704.01,11004700.44,11004643.219999999,471,236,195,169,300,227,129,195,25,200,178,92,0,87,38
1900.4047787006623,100.47,212,0.5999999999999943,0.8576821394571252,7.470133056305485,9995544.160000002,10009330.73,10001109.18,9999699.03,9994316.899999999,10045,9907,9989,10003,10056,11004765.310000002,11004687.02,11004704.01,11004700.44,11004643.219999999,471,236,207,169,300,227,129,195,25,200,178,92,0,87,38
1920.3379547789912,100.47,283,0.5999999999999943,0.8552311884367481,0.6475829080491167,9995544.160000002,10009330.73,10001109.18,9999699.03,9994316.899999999,10045,9907,9989,10003,10056,11004765.310000002,11004687.02,11004704.01,11004700.44,11004643.219999999,471,236,207,169,371,227,129,195,25,200,178,92,0,87,38
1929.4842245731752,98.96,210,2.1099999999999994,0.8520132883932137,0.0,9994653.520000001,10009330.73,10001109.18,10001288.41,9993618.159999998,10054,9907,9989,9987,10063,10989597.360000001,10989727.450000001,10989620.62,10989601.93,10989452.639999999,471,236,207,242,371,236,129,195,155,207,178,92,0,87,38
1937.4165499007581,98.96,256,0.539999999999992,0.8484442425127671,0.0,9994653.520000001,10009330.73,10001109.18,10001288.41,9993618.159999998,10054,9907,9989,9987,10063,10989597.360000001,10989727.450000001,10989620.62,10989601.93,10989452.639999999,471,236,207,242,417,236,129,195,155,207,178,92,0,87,38
1949.4170980106426,98.96,271,0.519999999999996,0.8445906306213297,0.0,9994653.520000001,10009330.73,10001109.18,10001288.41,9993618.159999998,10054,9907,9989,9987,10063,10989597.360000001,10989727.450000001,10989620.62,10989601.93,10989452.639999999,471,236,279,242,417,236,129,195,155,207,235,92,0,87,38
2076.673797961661,98.96,315,0.519999999999996,0.8405076903287848,0.0,9994653.520000001,10009330.73,10001109.18,10001288.41,9993618.159999998,10054,9907,9989,9987,10063,10989597.360000001,10989727.450000001,10989620.62,10989601.93,10989452.639999999,471,280,279,242,417,236,129,195,155,207,235,92,0,87,38
2092.797155811952,98.96,397,0.519999999999996,0.8362414262590036,2.2715472247614343,9994653.520000001,10009330.73,10001109.18,10001288.41,9993618.159999998,10054,9907,9989,9987,10063,10989597.360000001,10989727.450000001,10989620.62,10989601.93,10989452.639999999,471,280,361,242,417,236,129,195,155,207,235,92,0,87,38
2093.797155811952,98.96,414,0.519999999999996,0.8318302815821292,0.21686316936484218,9994653.520000001,10009330.73,10001109.18,10001288.41,9993618.159999998,10054,9907,9989,9987,10063,10989597.360000001,10989727.450000001,10989620.62,10989601.93,10989452.639999999,471,297,361,242,417,236,129,195,155,207,235,92,0,87,38
